ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
yh8,Li0.33La0.56Ti0.96Al0.04O2.96F0.04,,Li0.33 La0.56 Ti0.96 Al0.04 O2.96 F0.04,0.000622,,,,,,,,,,,perovskites,10.1007/s11581-006-0011-9,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2006,,,,,
coh,Li0.33La0.56Ti0.95Al0.05O2.95F0.05,,Li0.33 La0.56 Ti0.95 Al0.05 O2.95 F0.05,0.000176,,,,,,,,,,,perovskites,10.1007/s11581-006-0011-9,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2006,,,,,
1pw,Li0.33La0.56Ti0.94Al0.06O2.94F0.06,,Li0.33 La0.56 Ti0.94 Al0.06 O2.94 F0.06,0.000106,,,,,,,,,,,perovskites,10.1007/s11581-006-0011-9,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2006,,,,,
bw3,Li0.33La0.56Ti0.93Al0.07O2.93F0.07,,Li0.33 La0.56 Ti0.93 Al0.07 O2.93 F0.07,0.000645,,,,,,,,,,,perovskites,10.1007/s11581-006-0011-9,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2006,,,,,
my5,Li0.33La0.56Ti0.92Al0.08O2.92F0.08,,Li0.33 La0.56 Ti0.92 Al0.08 O2.92 F0.08,0.000494,,,,,,,,,,,perovskites,10.1007/s11581-006-0011-9,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2006,,,,,
0v9,Li5.5La3Nb1.75In0.25O12,,Li5.5 La3 Nb1.75 In0.25 O12,2.4e-05,,,,,,,,,,,garnet,10.1016/j.jssc.2005.12.025,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2006,,,,,
qtc,K0.25Li5.5La2.75Nb2O12,,K0.25 Li5.5 La2.75 Nb2 O12,1.06e-05,,,,,,,,,,,garnet,10.1016/j.jssc.2005.12.025,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2006,,,,,
vtr,LiFeSb(PO4)3,,Li1 Fe1 Sb1 P3 O12,1.37e-06,,,,,,,,,,,nasicon,10.1063/1.2357843,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2006,,,,,
aax,Ba0.25Li5.25La2.75Ta2O12,,Ba0.25 Li5.25 La2.75 Ta2 O12,7.41e-06,,,,,,,,,,,garnet,10.1007/s11581-007-0097-8,1,data/database/obelix/processed/all-v1.csv,,,,lattice parameter double check; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,
o86,Ba0.5Li5.5La2.5Ta2O12,,Ba0.5 Li5.5 La2.5 Ta2 O12,1.41e-05,,,,,,,,,,,garnet,10.1007/s11581-007-0097-8,1,data/database/obelix/processed/all-v1.csv,,,,lattice parameter double check; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,
coi,Ba1.25Li6.25La1.75Ta2O12,,Ba1.25 Li6.25 La1.75 Ta2 O12,4.99e-05,,,,,,,,,,,garnet,10.1007/s11581-007-0097-8,1,data/database/obelix/processed/all-v1.csv,,,,lattice parameter double check; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,
3vi,Ba1.5Li6.5La1.5Ta2O12,,Ba1.5 Li6.5 La1.5 Ta2 O12,3.08e-05,,,,,,,,,,,garnet,10.1007/s11581-007-0097-8,1,data/database/obelix/processed/all-v1.csv,,,,lattice parameter double check; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,
vwn,Ba1.75Li6.75La1.25Ta2O12,,Ba1.75 Li6.75 La1.25 Ta2 O12,1.18e-05,,,,,,,,,,,garnet,10.1007/s11581-007-0097-8,1,data/database/obelix/processed/all-v1.csv,,,,lattice parameter double check; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,
tlp,Ba2Li7LaTa2O12,,Ba2 Li7 La1 Ta2 O12,2.85e-06,,,,,,,,,,,garnet,10.1007/s11581-007-0097-8,1,data/database/obelix/processed/all-v1.csv,,,,lattice parameter double check; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,
uw9,SrLi6La2(BiO6)2,,Sr1 Li6 La2 Bi2 O12,2e-05,,,,,,,,,,,garnet,10.1016/j.mseb.2007.07.009,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,
qy4,Na5Li3(TiS4)2,,Na5 Li3 Ti2 S8,8.8e-06,,,,,,,,,,,sulfides,10.1016/j.jssc.2008.01.023,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,
xog,Li5La3(SbO6)2,,Li5 La3 Sb2 O12,7.8e-06,,,,,,,,,,,garnet,10.1016/j.materresbull.2007.10.035,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,
bi3,SrLi6La2(SbO6)2,,Sr1 Li6 La2 Sb2 O12,6.3e-06,,,,,,,,,,,garnet,10.1016/j.materresbull.2007.10.035,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,
jej,Li6CaLa2Ta2O12,,Li6 Ca1 La2 Ta2 O12,2.2e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2008.10.022,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2009,,,,,
rgo,Li7La3Ta2O13,,Li7 La3 Ta2 O13,2.65e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2009.07.002,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2009,,,,,
tvf,Li3H4IN2,,Li3 H4 I1 N2,1e-05,,,,,,,,,,,hydrides,10.1021/cm1006857,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
gvd,Li3N,,Li3 N1,0.0005767,,,,,,,,,,,nitrides,10.1039/c0ee00052c,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2010,,,,,
dvs,Li7.06La3Y0.06Zr1.94O12,,Li7.06 La3 Y0.06 Zr1.94 O12,0.00081,,,,,,,,,,,garnet,10.1016/j.elecom.2011.08.014,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
66a,Li6.75La3Zr1.75Nb0.25O12,,Li6.75 La3 Zr1.75 Nb0.25 O12,0.0008,,,,,,,,,,,garnet,10.1016/j.jpowsour.2010.11.089,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
ijh,Li5La3Y0.05Nb1.95O11.95,,Li5 La3 Y0.05 Nb1.95 O11.95,1.34e-05,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
q46,Li5La3Y0.1Nb1.9O11.9,,Li5 La3 Y0.1 Nb1.9 O11.9,1.44e-05,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
8m3,Li5La3Y0.15Nb1.85O11.85,,Li5 La3 Y0.15 Nb1.85 O11.85,5.71e-06,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
zyx,Li5La3Y0.2Nb1.8O11.8,,Li5 La3 Y0.2 Nb1.8 O11.8,9.13e-06,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
qvu,Li5La3Y0.25Nb1.75O11.75,,Li5 La3 Y0.25 Nb1.75 O11.75,9.68e-06,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
ku9,Na0.1Li0.4La0.5Nb2O6,,Na0.1 Li0.4 La0.5 Nb2 O6,9.92e-06,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
9n0,Na0.2Li0.3La0.5Nb2O6,,Na0.2 Li0.3 La0.5 Nb2 O6,1.11e-05,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
ozo,Na0.3Li0.2La0.5Nb2O6,,Na0.3 Li0.2 La0.5 Nb2 O6,1.18e-05,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
h5i,Na0.4Li0.1La0.5Nb2O6,,Na0.4 Li0.1 La0.5 Nb2 O6,1.21e-05,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,"partial occupancy corrected, changed symmetry to reflect actual higher symmetry; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011",,,,,
o9h,Na0.43Li0.07La0.5Nb2O6,,Na0.43 Li0.07 La0.5 Nb2 O6,1.23e-05,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
4xq,Na0.46Li0.04La0.5Nb2O6,,Na0.46 Li0.04 La0.5 Nb2 O6,5.91e-06,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
0ii,Na0.48Li0.02La0.5Nb2O6,,Na0.48 Li0.02 La0.5 Nb2 O6,3.99e-06,,,,,,,,,,,perovskites,10.1134/s002016851103006x,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,
4uu,Li6.15La3Zr1.75Ta0.25Ga0.2O12,,Li6.15 La3 Zr1.75 Ta0.25 Ga0.2 O12,0.00041,,,,,,,,,,,garnet,10.1016/j.jpowsour.2012.01.131,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
sdz,Li6.15La3Zr1.75Ta0.25Al0.2O12,,Li6.15 La3 Zr1.75 Ta0.25 Al0.2 O12,0.00037,,,,,,,,,,,garnet,10.1016/j.jpowsour.2012.01.131,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
7w5,Li6.75La3Zr1.75Ta0.25O12,,Li6.75 La3 Zr1.75 Ta0.25 O12,0.00087,,,,,,,,,,,garnet,10.1016/j.jpowsour.2012.01.131,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1039/c1jm14588f; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
8ee,Li6.4La3Zr2Al0.19O11.8,,Li6.4 La3 Zr2 Al0.19 O11.8,0.00031,,,,,,,,,,,garnet,10.1016/j.jpowsour.2012.02.100,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
3o4,Li6.25La3Zr2Ga0.25O12,,Li6.25 La3 Zr2 Ga0.25 O12,0.00035,,,,,,,,,,,garnet,10.1016/j.matchemphys.2012.03.054,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
h7r,Li1Ti1.4Sn0.6P3O12,,Li1 Ti1.4 Sn0.6 P3 O12,2.28e-05,,,,,,,,,,,nasicon,10.1016/j.physb.2011.11.006,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
9ky,Li1Ti0.6Sn1.4P3O12,,Li1 Ti0.6 Sn1.4 P3 O12,9.42e-06,,,,,,,,,,,nasicon,10.1016/j.physb.2011.11.006,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
4ea,Li1Ti0.4Sn1.6P3O12,,Li1 Ti0.4 Sn1.6 P3 O12,3.15e-06,,,,,,,,,,,nasicon,10.1016/j.physb.2011.11.006,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
x61,Li1.3Sc0.15Ti1.7Al0.15P3O12,,Li1.3 Sc0.15 Ti1.7 Al0.15 P3 O12,0.00124,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.03.045,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
czo,Li1.3Sc0.2Ti1.7Al0.1P3O12,,Li1.3 Sc0.2 Ti1.7 Al0.1 P3 O12,0.000429,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.03.045,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
f7p,Li1.3Y0.1Ti1.7Al0.2P3O12,,Li1.3 Y0.1 Ti1.7 Al0.2 P3 O12,0.00012,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.05.011,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
l8t,Li1.3Y0.2Ti1.7Al0.1P3O12,,Li1.3 Y0.2 Ti1.7 Al0.1 P3 O12,7.3e-05,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.05.011,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
3tt,Li1.3Y0.15Ti1.7Al0.15P3O12,,Li1.3 Y0.15 Ti1.7 Al0.15 P3 O12,1.9e-05,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.05.011,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
ga9,LiCeB3H12Cl,,Li1 Ce1 B3 H12 Cl1,0.000103,,,,,,,,,,,argyrodites,10.1021/cm300792t,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
kmv,Li4SnS4,,Li4 Sn1 S4,7e-05,,,,,,,,,,,chalcogenidotetrelates,10.1021/cm3011315,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
trv1_0002,Li3Br0.5Cl0.5O1,,Li3 Br0.5 Cl0.5 O1,0.00194,,,,,,,,,,,antiperovskite,10.1021/ja308741y,1,data/database/obelix/processed/all-v1.csv,,,,混合卤素固溶体；系列最高值; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2012,,,,,
j5g,Li6La3Y0.5Nb1.5O12,,Li6 La3 Y0.5 Nb1.5 O12,0.000188,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
dvb,Li5.2La3Y0.1Nb1.9O12,,Li5.2 La3 Y0.1 Nb1.9 O12,6.39e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
cti,Li5.4La3Y0.2Nb1.8O12,,Li5.4 La3 Y0.2 Nb1.8 O12,6.74e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
2d1,Li5.5La3Y0.25Nb1.75O12,,Li5.5 La3 Y0.25 Nb1.75 O12,9.18e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
3rh,Li6.5La3Y0.75Nb1.25O12,,Li6.5 La3 Y0.75 Nb1.25 O12,0.00027,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,duplicate with line 550; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
a6v,Li5.4La3Y0.75Nb1.8O12,,Li5.4 La3 Y0.75 Nb1.8 O12,2.51e-05,,,,,,,,,,,garnet,10.1021/jp304737x,1,data/database/obelix/processed/all-v1.csv,,,,wrong composition;  may duplicate with 548; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
v07,Li5.5La3Zr2Ga0.5O12,,Li5.5 La3 Zr2 Ga0.5 O12,0.0001,,,,,,,,,,,garnet,10.1039/c2dt31318a,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
kji,Li6.4La3Zr1.4Ta0.6O12,,Li6.4 La3 Zr1.4 Ta0.6 O12,0.001,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.2109/jcersj2.19022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
v1q,Li6.8La3Zr1.8Ta0.2O12,,Li6.8 La3 Zr1.8 Ta0.2 O12,0.00073,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
5xk,Li6.65La3Zr1.65Ta0.35O12,,Li6.65 La3 Zr1.65 Ta0.35 O12,0.00046,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
zfg,Li6.55La3Zr1.55Ta0.45O12,,Li6.55 La3 Zr1.55 Ta0.45 O12,0.0004,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
6hq,Li6La3ZrTaO12,,Li6 La3 Zr1 Ta1 O12,0.00035,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
85t,Li0.29La0.57Ti1O3,,Li0.29 La0.57 Ti1 O3,0.0016,,,,,,,,,,,perovskites,10.1016/j.jpowsour.2012.11.098,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
d6f,Li7La3Zr1.89Al0.15O12,,Li7 La3 Zr1.89 Al0.15 O12,0.00034,,,,,,,,,,,garnet,10.1016/j.jpowsour.2013.03.049,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
r07,Li6.75La3Zr1.875Te0.125O12,,Li6.75 La3 Zr1.875 Te0.125 O12,0.00033,,,,,,,,,,,garnet,10.1016/j.jpowsour.2013.03.166,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
uht,Li6.5La3Zr1.75Te0.25O12,,Li6.5 La3 Zr1.75 Te0.25 O12,0.00102,,,,,,,,,,,garnet,10.1016/j.jpowsour.2013.03.166,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
lpx,Li1.15Y0.15Zr1.85P3O12,,Li1.15 Y0.15 Zr1.85 P3 O12,7.1e-05,,,,,,,,,,,nasicon,10.1016/j.jpowsour.2013.03.175,1,data/database/obelix/processed/all-v1.csv,,,,bulk ic (total ic 7.10E-05); synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
9lx,Li10Sn(PS6)2,,Li10 Sn1 P2 S12,0.007,,,,,,,,,,,lgps,10.1021/ja407393y,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
whw,Li6.8La3Zr1.8Sb0.2O12,,Li6.8 La3 Zr1.8 Sb0.2 O12,5.9e-05,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
duf,Li6.6La3Zr1.6Sb0.4O12,,Li6.6 La3 Zr1.6 Sb0.4 O12,0.00077,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/j.ssi.2019.115185; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
dll,Li6.4La3Zr1.4Sb0.6O12,,Li6.4 La3 Zr1.4 Sb0.6 O12,0.00066,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
i90,Li6.2La3Zr1.2Sb0.8O12,,Li6.2 La3 Zr1.2 Sb0.8 O12,0.00045,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
dm9,Li6La3ZrSbO12,,Li6 La3 Zr1 Sb1 O12,0.00026,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
hd3,Li7GePS8,,Li7 Ge1 P1 S8,0.007,,,,,,,,,,,lgps,10.1039/c3ee41728j,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
z2s,Li5.5Nd3Zr2Al0.5O12,,Li5.5 Nd3 Zr2 Al0.5 O12,3.9e-05,,,,,,,,,,,garnet,10.1039/c3ta13252h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
kmr,Li10Si0.05Ge0.95P2S12,,Li10 Si0.05 Ge0.95 P2 S12,0.0086,,,,,,,,,,,thio_lisicon,10.1016/j.jpowsour.2014.07.159,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
tzl,Li1.05Ti1.95Al0.05P3O12,,Li1.05 Ti1.95 Al0.05 P3 O12,0.0011,,,,,,,,,,,nasicon,10.1016/j.ssi.2014.07.018,1,data/database/obelix/processed/all-v1.csv,,,,composition should be corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
d4q,Li1.05Ti1.95Cr0.05P3O12,,Li1.05 Ti1.95 Cr0.05 P3 O12,0.00018,,,,,,,,,,,nasicon,10.1016/j.ssi.2014.07.018,1,data/database/obelix/processed/all-v1.csv,,,,composition should be corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
6he,Li1.1Ti1.9Cr0.1P3O12,,Li1.1 Ti1.9 Cr0.1 P3 O12,0.00026,,,,,,,,,,,nasicon,10.1016/j.ssi.2014.07.018,1,data/database/obelix/processed/all-v1.csv,,,,composition should be corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
rc1,Li1.05Ti1.95Fe0.05P3O12,,Li1.05 Ti1.95 Fe0.05 P3 O12,0.00013,,,,,,,,,,,nasicon,10.1016/j.ssi.2014.07.018,1,data/database/obelix/processed/all-v1.csv,,,,composition should be corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
lzt,Li1.1Ti1.9Fe0.1P3O12,,Li1.1 Ti1.9 Fe0.1 P3 O12,0.00063,,,,,,,,,,,nasicon,10.1016/j.ssi.2014.07.018,1,data/database/obelix/processed/all-v1.csv,,,,composition should be corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
8y4,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,Li6.6 La2.875 Y0.125 Zr1.6 Ta0.4 O12,0.000317,,,,,,,,,,,garnet,10.1021/am503731h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
ucw,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,,Li6.6 La2.75 Y0.25 Zr1.6 Ta0.4 O12,0.000436,,,,,,,,,,,garnet,10.1021/am503731h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
ff9,Li6.6La2.5Y0.5Zr1.6Ta0.4O12,,Li6.6 La2.5 Y0.5 Zr1.6 Ta0.4 O12,0.000226,,,,,,,,,,,garnet,10.1021/am503731h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
mqo,Li3.45Si0.45P0.55S4,,Li3.45 Si0.45 P0.55 S4,0.00673,,,,,,,,,,,lgps,10.1039/c4fd00143e,1,data/database/obelix/processed/all-v1.csv,,,,refer D2 - 109; 252037-ICSD; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
izs,Li3.475Si0.475P0.525S4,,Li3.475 Si0.475 P0.525 S4,0.00527,,,,,,,,,,,lgps,10.1039/c4fd00143e,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
