ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),chi_range_x_r_avg,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,n_Li × r⁻ (pm)
lxk,Li26.8P1.2Ge2.8S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4890510948905109,2.5933333333333333,2.064,37.3,190.0,63.57792207792208,0.072992700729927,12776820176646.771,0.1491048593350383,199.8280291970803,0.00554,0.00554,exact,0.00554,1.0,-2.25649023527157,92.91970802919707
1m8,Li27.2P0.8Ge3.2S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4927536231884057,2.5933333333333333,2.046,40.2,190.0,64.0,0.072463768115942,9041768954029.035,0.128388746803069,199.5547826086957,0.00258,0.00258,exact,0.00258,1.0,-2.58838029403677,93.62318840579708
240,Li64.0Ge8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",0.6153846153846154,2.19,2.01,46.0,212.0,65.11111111111111,0.0769230769230769,1571666508793.5586,0.0869565217391304,133.47230769230768,8.6e-05,8.6e-05,exact,8.6e-05,1.0,-4.0655015487564325,130.46153846153848
4p7,Li3.0Cl1.0O1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",0.6,3.3,0.0,0.0,159.6,67.5,0.0,0.0,0.0,256.6764,0.025,0.025,exact,0.025,1.0,-1.6020599913279623,95.75999999999999
gas,Li0.31La0.63Ti0.9Co0.1O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Co"", ""value"": 2.0}]",0.0627530364372469,3.44,1.39079754601227,83.95644171779139,138.2,81.32680412371134,0.3299595141700405,419122968729.5596,0.0478990791508294,285.02834817813766,0.00026,0.00026,exact,0.00026,1.0,-3.5850266520291822,8.672469635627522
f5n,Li2.0O0.9H0.9F0.1Cl1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""H"", ""value"": 1.0}]",0.4081632653061224,3.327,0.0,0.0,159.22125,67.5,0.0,0.0,0.0,277.61785714285713,3.86e-05,3.86e-05,exact,3.86e-05,1.0,-4.413412695328245,64.98826530612244
hx7,Li2.0O1.0H1.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""H"", ""value"": 1.0}]",0.4,3.2,0.0,0.0,167.1,67.5,0.0,0.0,0.0,230.8464,1.2e-06,1.2e-06,exact,1.2e-06,1.0,-5.920818753952375,66.84
lk8,La0.55Li0.45Ti0.9Al0.1O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.09,3.44,1.3883870967741934,80.3268817204301,138.2,77.44083333333333,0.31,500125419659.0885,0.0515226128587847,280.18497999999994,0.00151,0.00151,exact,0.00151,1.0,-2.8210230527068307,12.437999999999999
oi4,Li0.38Sr0.44Hf0.25Ta0.75O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.0788381742738589,3.44,1.2972222222222225,87.95601851851852,138.2,83.68498168498168,0.2987551867219917,385136257280.55566,0.0521116935327677,292.8625726141079,0.00038,0.00038,exact,0.00038,1.0,-3.42021640338319,10.8954356846473
lcx,La0.6Sr0.06Li0.06Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0127118644067796,3.44,1.3596385542168676,84.12048192771084,138.2,83.54069767441861,0.3516949152542373,442067217609.6627,0.0495023048958618,294.5216313559322,1.13e-05,1.13e-05,exact,1.13e-05,1.0,-4.94692155651658,1.7567796610169404
mam,La0.56Sr0.1Li0.1Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0210084033613445,3.44,1.3560240963855423,84.37028112449798,138.2,83.41174242424242,0.3487394957983193,441277195234.9833,0.0492672873022561,293.67597058823526,1.37e-05,1.37e-05,exact,1.37e-05,1.0,-4.863279432843593,2.9033613445378097
0jx,La0.51Sr0.15Li0.15Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0311850311850311,3.44,1.3515060240963854,84.68253012048191,138.2,83.25856353591159,0.3451143451143451,440289667266.634,0.048973515310249,292.6386735966736,5.3e-05,5.3e-05,exact,5.3e-05,1.0,-4.275724130399211,4.309771309771298
lyq,La0.41Sr0.25Li0.25Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0509164969450101,3.44,1.3424698795180725,85.3070281124498,138.2,82.97626527050612,0.3380855397148676,438314611329.9356,0.0483859713262348,290.6274582484725,7.64e-05,7.64e-05,exact,7.64e-05,1.0,-4.11690664142431,7.036659877800394
xy0,La0.36Sr0.3Li0.3Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0604838709677419,3.44,1.3379518072289158,85.61927710843374,138.2,82.84591836734694,0.3346774193548387,437327083361.58624,0.0480921993342277,289.65226209677417,1.92e-05,1.92e-05,exact,1.92e-05,1.0,-4.716698771296451,8.35887096774193
v7r,La0.56Li0.33Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0674846625766871,3.44,1.382051282051282,81.48803418803419,138.2,79.04567901234569,0.3190184049079754,467297735825.1255,0.0514341699802358,283.72821676891607,0.0013,0.0013,exact,0.0013,1.0,-2.886056647693163,9.326380368098157
yhc,La0.55Li0.36Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0733197556008146,3.44,1.3838709677419354,81.24623655913979,138.2,78.65532286212915,0.3156822810590631,469872929665.42975,0.0516033120597186,282.9910183299389,0.00154,0.00154,exact,0.00154,1.0,-2.812479279163537,10.132790224032577
sv7,La0.51Li0.34Ti1.0O2.94,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0709812108559499,3.44,1.3913907284768212,80.24701986754967,138.2,77.90432432432432,0.3152400835073068,480514790303.5084,0.0523022833020844,282.68481419624214,0.001,0.001,exact,0.001,1.0,-3.0,9.809603340292275
qbb,Li3.0O1.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Br"", ""value"": -1.0}]",0.6,3.2,0.0,0.0,167.1,67.5,0.0,0.0,0.0,264.0564,1.1e-06,1.1e-06,exact,1.1e-06,1.0,-5.958607314841775,100.25999999999999
o23,Li0.25La0.25Ta1.0O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.0555555555555555,3.44,1.42,78.99333333333333,138.2,77.07777777777777,0.2777777777777778,479307503684.0538,0.0630144440248354,289.8517777777777,2.61e-05,2.61e-05,exact,2.61e-05,1.0,-4.583359492661719,7.677777777777769
w1l,Li0.5Sr0.5Cr0.25Ta0.75O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}]",0.1,3.44,1.343333333333333,87.86111111111113,138.2,82.77083333333334,0.3,385043788258.26605,0.0495166045340417,288.91055000000006,6e-05,6e-05,exact,6e-05,1.0,-4.221848749616356,13.82
jce,Li0.5Sr0.5Fe0.25Ta0.75O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}]",0.1,3.44,1.3716666666666668,87.06944444444446,138.2,82.17708333333334,0.3,407462551860.8885,0.0501970959204534,288.31917500000003,0.0001,0.0001,exact,0.0001,1.0,-4.0,13.82
3qz,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,82.11666666666666,0.2083333333333333,169832268285.58978,0.0356431091090659,270.9895,0.00012,0.00012,exact,0.00012,1.0,-3.9208187539523753,40.30833333333333
cjq,Li48.0Sr8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.27,98.95333333333332,138.2,81.7969696969697,0.217391304347826,329560362152.5685,0.0445521915889261,276.9493478260869,4.2e-06,4.2e-06,exact,4.2e-06,1.0,-5.376750709602099,36.052173913043475
uaz,Li48.0Ca8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.28,94.88666666666666,138.2,79.94848484848484,0.217391304347826,334301851876.2142,0.0451291328544136,271.4378260869565,1.6e-06,1.6e-06,exact,1.6e-06,1.0,-5.795880017344075,36.052173913043475
aax,Li42.0Ba2.0La22.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2359550561797752,3.44,1.2495,100.40309523809525,138.2,83.55029036004646,0.2247191011235955,271511480485.10748,0.0435332330332452,288.21194221508824,7.41e-06,7.41e-06,exact,7.41e-06,1.0,-5.130181792020672,32.60898876404493
3vi,Li52.0Ba12.0La12.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.197,107.51857142857143,138.2,84.89937888198757,0.2127659574468085,260443397255.60983,0.04062041898636,285.8976291793313,3.08e-05,3.08e-05,exact,3.08e-05,1.0,-4.511449283499555,38.225531914893615
vwn,Li54.0Ba14.0La10.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2842105263157894,3.44,1.1865,108.94166666666663,138.2,85.13475177304964,0.2105263157894736,258229780609.7103,0.0400378561769829,285.46399999999994,1.18e-05,1.18e-05,exact,1.18e-05,1.0,-4.928117992693875,39.27789473684209
tlp,Li56.0Ba16.0La8.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.176,110.36476190476188,138.2,85.36031746031746,0.2083333333333333,256016163963.8108,0.0394552933676059,285.03940476190473,2.85e-06,2.85e-06,exact,2.85e-06,1.0,-5.54515513999149,40.30833333333333
ka6,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.2600000000000002,98.98,138.2,83.24,0.2272727272727272,273725097131.007,0.0441157958426222,278.5167272727272,6.61e-06,6.61e-06,exact,6.61e-06,1.0,-5.179798540514359,31.4090909090909
7o7,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238096,138.2,84.3965367965368,0.217391304347826,264870630547.40887,0.041785544605114,286.7931677018633,2.95e-05,2.95e-05,exact,2.95e-05,1.0,-4.530177984021837,36.052173913043475
kji,Li51.2La24.0Zr11.2Ta4.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2735042735042735,3.44,1.2124,101.5,138.2,82.41228070175437,0.2136752136752137,201000116939.2149,0.0381849151291328,273.1125641025641,0.001,0.001,exact,0.001,1.0,-3.0,37.79829059829059
gdr,Li49.6La24.0Zr9.6Ta6.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2672413793103448,3.44,1.2192000000000005,101.14,138.2,82.51785714285715,0.2155172413793103,211389399823.75668,0.0390321838024884,273.8446551724138,0.00032,0.00032,exact,0.00032,1.0,-3.494850021680094,36.93275862068965
v1q,Li54.4La24.0Zr14.4Ta1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2857142857142857,3.44,1.1988,102.22,138.2,82.21186440677965,0.2100840336134453,180221551170.1315,0.0364903777824215,271.68529411764706,0.00073,0.00073,exact,0.00073,1.0,-3.136677139879544,39.48571428571428
4vd,Li54.0La24.0Zr14.0Ta2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2842105263157894,3.44,1.2005,102.13,138.2,82.23617021276596,0.2105263157894736,182818871891.2669,0.0367021949507605,271.8610736842105,0.00063,0.00063,exact,0.00063,1.0,-3.2006594505464183,39.27789473684209
2wb,Li52.8La24.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2056,101.86,138.2,82.31034482758622,0.211864406779661,190610834054.67325,0.0373376464557772,272.39288135593216,0.00047,0.00047,exact,0.00047,1.0,-3.3279021420642825,38.649152542372875
zfg,Li52.4La24.0Zr12.4Ta3.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2781316348195329,3.44,1.2073,101.77,138.2,82.33549783549782,0.2123142250530785,193208154775.80865,0.0375494636241161,272.57165605095537,0.0004,0.0004,exact,0.0004,1.0,-3.3979400086720375,38.43779193205945
6hq,Li48.0La24.0Zr8.0Ta8.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.2260000000000002,100.78,138.2,82.62727272727273,0.217391304347826,221778682708.2984,0.0398794524758441,274.5894782608696,0.00035,0.00035,exact,0.00035,1.0,-3.4559319556497243,36.052173913043475
hcm,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.2600000000000002,98.98,138.2,83.24,0.2272727272727272,273725097131.007,0.0441157958426222,278.5167272727272,3.4e-05,3.4e-05,exact,3.4e-05,1.0,-4.468521082957745,31.4090909090909
g5q,Li52.0La24.0Zr12.0Ta4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.209,101.68,138.2,82.36086956521739,0.2127659574468085,195805475496.9441,0.037761280792455,272.75119148936164,0.00028,0.00028,exact,0.00028,1.0,-3.552841968657781,38.225531914893615
4ie,Li48.4Ga2.0La24.0Zr16.0O94.4F1.6,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",0.259656652360515,3.449,1.2214285714285715,100.29047619047618,138.07375,82.73451327433628,0.2253218884120171,195495994927.4149,0.0365670501781405,333.70622317596565,0.00128,0.00128,exact,0.00128,1.0,-2.8927900303521317,35.851767703862656
5d6,Li54.4La24.0Zr15.2Mo0.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",0.2857142857142857,3.44,1.2086,102.02,138.2,82.12711864406778,0.2100840336134453,200100071100.63223,0.0370174680834249,271.58193277310926,8e-05,8e-05,exact,8e-05,1.0,-4.096910013008056,39.48571428571428
ciq,Li52.8La24.0Zr14.4Mo1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",0.2796610169491525,3.44,1.2252000000000005,101.46,138.2,82.13793103448276,0.211864406779661,230367873915.6747,0.0383918270577839,272.184406779661,0.000311,0.000311,exact,0.000311,1.0,-3.5072396109731625,38.649152542372875
suz,Li51.2La24.0Zr13.6Mo2.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",0.2735042735042735,3.44,1.2418,100.9,138.2,82.14912280701755,0.2136752136752137,260635676730.7172,0.0397661860321428,272.79717948717945,0.000369,0.000369,exact,0.000369,1.0,-3.43297363384094,37.79829059829059
1tk,Li49.6La24.0Zr12.8Mo3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",0.2672413793103448,3.44,1.2584000000000002,100.34,138.2,82.16071428571429,0.2155172413793103,290903479545.75964,0.0411405450065018,273.42051724137934,0.00034,0.00034,exact,0.00034,1.0,-3.4685210829577446,36.93275862068965
9o6,Li52.0La24.0Zr14.0Mo2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",0.2765957446808511,3.44,1.2335,101.18,138.2,82.14347826086956,0.2127659574468085,245501775323.19595,0.0390790065449633,272.4894893617021,0.000333,0.000333,exact,0.000333,1.0,-3.4775557664936803,38.225531914893615
r07,Li54.0La24.0Zr15.0Te1.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Te"", ""value"": 6.0}]",0.2842105263157894,3.44,1.2112500000000002,102.03,138.2,82.1936170212766,0.2105263157894736,194439487730.94183,0.0370396292555861,271.8092842105263,0.00033,0.00033,exact,0.00033,1.0,-3.4814860601221125,39.27789473684209
uht,Li52.0La24.0Zr14.0Te2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Te"", ""value"": 6.0}]",0.2765957446808511,3.44,1.2305,101.48,138.2,82.27391304347826,0.2127659574468085,219046707176.29388,0.0384361494021062,272.64651063829785,0.00102,0.00102,exact,0.00102,1.0,-2.9913998282380825,38.225531914893615
kbq,Li40.0La24.0Bi16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",0.2272727272727272,3.44,1.42,101.78,138.2,84.64,0.2272727272727272,215131736344.2541,0.0414460780699296,280.08218181818177,1.9e-05,1.9e-05,exact,1.9e-05,1.0,-4.721246399047171,31.4090909090909
uw9,Li48.0La16.0Sr8.0Bi16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",0.2608695652173913,3.44,1.39,103.85333333333332,138.2,84.02424242424242,0.217391304347826,208574550634.41504,0.0394954320430024,279.6017391304348,2e-05,2e-05,exact,2e-05,1.0,-4.698970004336019,36.052173913043475
xog,Li40.0La24.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2272727272727272,3.44,1.48,95.38,138.2,81.44,0.2272727272727272,395005362726.2432,0.0484636219295787,276.504,7.8e-06,7.8e-06,exact,7.8e-06,1.0,-5.107905397309519,31.4090909090909
bi3,Li48.0Sr8.0La16.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2608695652173913,3.44,1.45,97.45333333333332,138.2,81.11515151515151,0.217391304347826,388448177016.4042,0.0465129759026516,276.13739130434783,6.3e-06,6.3e-06,exact,6.3e-06,1.0,-5.200659450546418,36.052173913043475
gcj,Li48.0La16.0Ca8.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.28,94.88666666666666,138.2,79.94848484848484,0.217391304347826,334301851876.2142,0.0451291328544136,271.4378260869565,1.33e-06,1.33e-06,exact,1.33e-06,1.0,-5.876148359032914,36.052173913043475
20k,Li48.0La16.0Sr8.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.27,98.95333333333332,138.2,81.7969696969697,0.217391304347826,329560362152.5685,0.0445521915889261,276.9493478260869,3.69e-06,3.69e-06,exact,3.69e-06,1.0,-5.432973633840939,36.052173913043475
jej,Li48.0Ca8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.24,96.98666666666664,138.2,80.90303030303029,0.217391304347826,271909401144.8136,0.0427420910811826,272.56086956521733,2.2e-06,2.2e-06,exact,2.2e-06,1.0,-5.657577319177793,36.052173913043475
hud,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238096,138.2,84.3965367965368,0.217391304347826,264870630547.40887,0.041785544605114,286.7931677018633,1.3e-05,1.3e-05,exact,1.3e-05,1.0,-4.886056647693163,36.052173913043475
4uu,Li49.2La24.0Zr14.0Ta2.0Ga1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2633832976445396,3.44,1.2239423076923075,100.2980769230769,138.2,82.52643171806167,0.2226980728051391,203047781732.5227,0.0374077209741786,273.39976445396144,0.00041,0.00041,exact,0.00041,1.0,-3.3872161432802645,36.39957173447537
