ID,True Composition,Z_by_element,χ_all,χ-,χ+(incl Li+),χ+(excl Li+),χ+(incl Li+) - χ-,χ+(excl Li+) - χ-,χ_max - χ_min,r_all (pm),r- (pm),r+(incl Li+) (pm),r+(excl Li+) (pm),r+(excl Li+) - r-,r+(incl Li+) - r-,r+(excl Li+) / r-,r+(incl Li+) / r-,ρ_all (C m⁻³),ρ- (C m⁻³),ρ+(incl Li+) (C m⁻³),ρ+(excl Li+) (C m⁻³),ρ+(incl Li+) / ρ-,ρ+(incl Li+) - ρ-,Φ+(incl Li+) (|Z| pm⁻¹),Φ+(excl Li+) (|Z| pm⁻¹),n_halide,n_host_cation,n_anion,n_Li,Ionic conductivity (S cm-1)
n27,Li4.0B4.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.475,3.44,1.51,2.04,-1.93,-1.4,2.46,87.475,138.2,36.75,6.0,-132.2,-101.44999999999999,0.043415340086830685,0.26591895803183796,132840483723519.19,28978758058.690765,265651988688979.7,531179622569200.6,9167.128147830004,265623009930921.0,0.2574074074074074,0.5,0.0,0.25,0.5,0.25,1e-08
ecp,La4.0Li4.0O8.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",2.24,3.44,1.04,1.1,-2.4,-2.34,2.46,115.71666666666665,138.2,93.23333333333332,118.96666666666665,-19.233333333333334,-44.96666666666667,0.8608297153883261,0.6746261456825856,62613753863.528,28978758058.690765,96248749668.36523,68142690577.96012,3.3213552310776175,67269991609.67447,0.020015981237611946,0.02521714766040908,0.0,0.25,0.5,0.25,<1E-10
me3,La3.6Sr0.4Li4.0O8.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",2.23625,3.44,1.0325000000000002,1.0850000000000002,-2.4074999999999998,-2.3549999999999995,2.49,115.97583333333333,138.2,93.75166666666667,120.00333333333333,-18.19666666666666,-44.44833333333332,0.8683309213699952,0.6783767486734202,61794105649.79812,28978758058.690765,94609453240.90547,64864097723.040596,3.2647863324333177,65630695182.21471,0.019528319730880154,0.024241824646945492,0.0,0.25,0.5,0.25,6.29e-10
zs0,La4.0Li3.04Mg0.32O8.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}]",2.299375,3.44,1.0595652173913044,1.1155555555555556,-2.3804347826086953,-2.3244444444444445,2.46,117.81944444444444,138.2,95.66666666666664,115.48765432098764,-22.712345679012344,-42.533333333333346,0.8356559646960033,0.6922334780511336,61719868267.539795,28978758058.690765,97308031538.02786,78275114234.54242,3.3579089670078206,68329273479.3371,0.02103186366407096,0.025406823965399353,0.0,0.28125000000000006,0.5208333333333334,0.19791666666666669,7.27e-10
lrh,Li10.0V8.0P12.0O48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 3.0}]",2.7466666666666666,3.19,1.268888888888889,1.63,-1.921111111111111,-1.56,2.46,102.87948717948717,113.96,65.94444444444444,64.0,-49.959999999999994,-48.01555555555555,0.5616005616005616,0.5786630786630786,6066693608591.944,7807618753441.143,263609792427.94666,437678522014.41705,0.0337631486311704,-7544008961013.196,0.029063786008230452,0.046875,0.0,0.10256410256410256,0.7692307692307693,0.1282051282051282,1.9e-07
1xt,Li8.0Sb8.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 3.0}]",2.4775,3.44,1.515,2.05,-1.925,-1.3900000000000001,2.46,105.30833333333332,138.2,72.41666666666666,77.33333333333333,-60.86666666666666,-65.78333333333333,0.5595754944524843,0.5239990352146647,107598540117.79666,28978758058.690765,186218322176.90256,248081835595.03476,6.426028396377582,157239564118.2118,0.02680395913154534,0.03879310344827586,0.0,0.25,0.5,0.25,<1E-10
kbo,Li8.0Sr8.0Al4.0P12.0O48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.666,3.19,1.0939999999999999,1.17,-2.096,-2.02,2.49,107.46583333333334,113.96,87.98333333333333,101.6388888888889,-12.321111111111094,-25.97666666666666,0.891882141882142,0.7720545220545221,5929672129962.873,7807618753441.143,295832259528.0638,410150560040.9261,0.037890203001738294,-7511786493913.079,0.025084465909208174,0.031930899972137085,0.0,0.15,0.75,0.1,<1E-10
5zv,Li16.0Zn4.0P8.0O32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.4979999999999998,3.19,1.114,1.65,-2.0759999999999996,-1.54,2.46,98.46222222222221,113.96,67.46666666666667,67.33333333333333,-46.626666666666665,-46.493333333333325,0.5908505908505909,0.5920205920205921,5254944521050.071,7807618753441.143,149596056267.9277,250561046304.55716,0.01916026652838223,-7658022697173.215,0.017792445911257792,0.029702970297029705,0.0,0.06666666666666667,0.6666666666666666,0.26666666666666666,5.55e-18
5bz,Li12.0B4.0N8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""N"", ""value"": -3.0}]",1.8433333333333335,3.04,1.245,2.04,-1.795,-1.0,2.06,83.41666666666667,146.0,52.125,6.0,-140.0,-93.875,0.0410958904109589,0.3570205479452055,88604403465032.03,36866897357.61785,132888171748869.23,531179622569200.6,3604.539065487983,132851304851511.61,0.1361111111111111,0.5,0.0,0.16666666666666666,0.3333333333333333,0.5,8.7e-08
883,Li4.0Al4.0H16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""H"", ""value"": 1.0}]",1.8983333333333334,,1.8983333333333334,2.082,,,1.2200000000000002,0.2916666666666667,,0.2916666666666667,-13.15,,,,,642046482412.0094,,642046482412.0094,1159738156065.2485,,,0.03983983983983984,0.06486486486486487,0.0,0.8333333333333334,0.0,0.16666666666666666,8.7e-09
uu4,Li8.0V8.0O24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.586,3.44,1.305,1.63,-2.135,-1.81,2.46,104.56999999999998,138.2,54.125,40.75,-97.44999999999999,-84.07499999999999,0.2948625180897251,0.3916425470332851,607443784065.0217,28978758058.690765,1475141323074.5183,2825927837390.266,50.90422854171011,1446162565015.8276,0.06875710065894115,0.12269938650306748,0.0,0.2,0.6,0.2,2.05e-09
tws,Li24.0Zr8.0O28.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.1746666666666665,3.44,1.0675,1.33,-2.3725,-2.11,2.46,101.89333333333333,138.2,70.125,78.0,-60.19999999999999,-68.07499999999999,0.5643994211287989,0.5074167872648336,106247561910.50172,28978758058.690765,173857765280.8363,322366634847.03424,5.999489865256532,144879007222.14554,0.02393162393162393,0.05128205128205128,0.0,0.13333333333333333,0.4666666666666667,0.4,5.2e-10
l9v,Li36.0Al12.0F72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""F"", ""value"": -1.0}]",2.8430000000000004,3.98,1.1375,1.61,-2.8425000000000002,-2.37,3.0,103.25,130.625,62.1875,46.25,-84.375,-68.4375,0.35406698564593303,0.47607655502392343,163575729775.4573,17159119235.502205,383200645585.3899,1159738156065.2485,22.332186187770525,366041526349.8877,0.027327327327327327,0.06486486486486487,0.6,0.1,0.0,0.3,5e-07
t0h,Li8.0Zr4.0O12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.268333333333333,3.44,1.0966666666666667,1.33,-2.3433333333333333,-2.11,2.46,104.59999999999998,138.2,71.0,78.0,-60.19999999999999,-67.19999999999999,0.5643994211287989,0.5137481910274965,109668754423.44121,28978758058.690765,190358750788.19165,322366634847.03424,6.56890645219017,161379992729.5009,0.026970560303893637,0.05128205128205128,0.0,0.16666666666666666,0.5,0.3333333333333333,6.1e-10
4kt,Li8.0Cr4.0Cl16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Cr"", ""value"": 3.0}]",2.322857142857143,3.16,1.2066666666666668,1.66,-1.9533333333333334,-1.5000000000000002,2.18,131.5,181.0,65.5,61.5,-119.5,-115.5,0.3397790055248619,0.36187845303867405,109680203247.09384,6449680150.445433,247320900709.29172,493253084610.3344,38.34622724542566,240871220558.84628,0.02613670581150256,0.04878048780487805,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,<1E-10
xas,Li16.0Sn8.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.9433333333333334,2.58,1.3066666666666666,1.96,-1.2733333333333334,-0.6200000000000001,1.6,126.0,184.0,68.0,69.0,-115.0,-116.0,0.375,0.3695652173913043,125204086147.64192,12278644599.949677,238129527695.3342,465678965568.46185,19.39379593219191,225850883095.38452,0.02920021470746108,0.057971014492753624,0.0,0.16666666666666666,0.5,0.3333333333333333,1.5e-05
kfp,Li16.0Ba8.0P16.0O56.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.6091666666666664,3.162222222222222,0.9500000000000001,0.89,-2.2122222222222216,-2.2722222222222217,2.55,106.98571428571427,111.26666666666665,94.14285714285715,147.42857142857142,36.161904761904765,-17.1238095238095,1.325002139861337,0.8461011726440129,6526649062627.52,8671912086261.413,90859991725.83679,23870357659.96965,0.010477503787173176,-8581052094535.576,0.014398507034165951,0.013565891472868219,0.0,0.08333333333333333,0.75,0.16666666666666666,1.59881e-17
qy4,Li12.0Na20.0Ti8.0S32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Na"", ""value"": 1.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.7394444444444446,2.58,1.067,1.1042857142857143,-1.5130000000000001,-1.4757142857142858,1.65,131.2579365079365,184.0,89.06428571428572,98.3061224489796,-85.6938775510204,-94.93571428571428,0.5342724046140195,0.48404503105590063,110220802713.30127,12278644599.949677,188574529203.98254,216097266537.64493,15.357927144886611,176295884604.03287,0.022075645393712717,0.025187429927526102,0.0,0.3888888888888889,0.4444444444444444,0.16666666666666666,8.8e-06
00x,Li4.0Gd4.0P16.0O48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Gd"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.901111111111111,3.1275,1.0899999999999999,1.2,-2.0375,-1.9275,2.46,105.35277777777777,107.89999999999999,84.975,102.45,-5.449999999999989,-22.924999999999997,0.9494902687673773,0.7875347544022243,8681528532219.816,9752278752286.754,115526771684.30838,106698734609.84642,0.011846131003712256,-9636751980602.445,0.022048695840789546,0.029282576866764276,0.0,0.05555555555555555,0.8888888888888888,0.05555555555555555,<1E-10
ard,Li8.0Ta16.0P8.0O64.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.8074999999999997,3.301111111111111,1.3266666666666667,1.5,-1.9744444444444444,-1.801111111111111,2.46,110.675,124.73333333333332,68.5,69.0,-55.73333333333332,-56.23333333333332,0.5531801175841796,0.5491715660074827,3370213418510.0327,4350445422160.0522,429517407559.9749,582098706960.5773,0.0987295244234357,-3920928014600.077,0.053247450348899626,0.07246376811594203,0.0,0.16666666666666666,0.75,0.08333333333333333,0.0016
9wf,Li12.0Er4.0I24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Er"", ""value"": 3.0}, {""element"": ""I"", ""value"": -1.0}]",2.0140000000000002,2.66,1.045,1.24,-1.6150000000000002,-1.4200000000000002,1.6800000000000002,162.0025,220.00000000000003,75.00625,97.52499999999999,-122.47500000000004,-144.99375000000003,0.44329545454545444,0.34093749999999995,51830852879.23057,3591748011.3619866,124189510181.03343,123693614447.82271,34.576342713402354,120597762169.67145,0.01880144692244154,0.030761343245321714,0.6,0.1,0.0,0.3,0.00065
dmq,Li24.0Al8.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.7557142857142856,2.58,1.1375,1.61,-1.4425000000000001,-0.97,1.6,114.39285714285714,184.0,62.1875,46.25,-137.75,-121.8125,0.2513586956521739,0.33797554347826086,224234073734.48697,12278644599.949677,383200645585.3899,1159738156065.2485,31.208708947155326,370922000985.4402,0.02732732732732733,0.06486486486486487,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.31e-08
uox,Li7.4Zn1.4Ga0.6P4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.532244897959184,3.19,1.1327659574468085,1.698,-2.0572340425531914,-1.492,2.46,98.83219954648526,113.96,66.64539007092199,63.48333333333332,-50.476666666666674,-47.314609929078,0.557066807066807,0.5848138826862231,5369001647453.1455,7807618753441.143,180454613436.13098,388023890742.36536,0.023112631281669217,-7627164140005.012,0.019600139466090537,0.037305840675810706,0.0,0.06802721088435375,0.6802721088435374,0.25170068027210885,5.65e-12
joc,Li6.0P2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.93125,2.502,0.98,,-1.5219999999999998,,1.6,119.4375,150.6,67.5,,,-83.1,,0.448207171314741,4918044717455.882,7794258662674.148,124354808758.77034,,0.015954667934526205,-7669903853915.378,0.014814814814814815,,0.0,0.0,0.625,0.375,2.6e-07
mq1,Li6.0Sb2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sb"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.91375,2.58,1.2475,2.05,-1.3325,-0.5300000000000002,1.6,124.8125,184.0,65.625,60.0,-124.0,-118.375,0.32608695652173914,0.35665760869565216,163434796953.09723,12278644599.949677,314590949306.24475,885299370948.6678,25.62098338667886,302312304706.29504,0.03194444444444444,0.08333333333333333,0.0,0.125,0.5,0.375,4.8e-09
ssv,Li6.0P0.4V1.6O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.30525,3.3804761904761906,1.1168421052631579,1.63,-2.2636340852130328,-1.7504761904761907,2.46,98.9125,132.42857142857142,61.86842105263158,40.75,-91.67857142857142,-70.56015037593983,0.30771305285868394,0.46718333049452115,1316769684427.1846,1881035899816.417,693107025312.7695,2825927837390.266,0.3684709182745606,-1187928874503.6475,0.03752735622286801,0.12269938650306748,0.0,0.1,0.525,0.375,1.31e-13
h6c,Li6.0V2.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.29125,3.44,1.1425,1.63,-2.2975,-1.81,2.46,99.50625,138.2,60.8125,40.75,-97.44999999999999,-77.38749999999999,0.2948625180897251,0.44003256150506515,414363411987.66754,28978758058.690765,799748065916.6443,2825927837390.266,27.597734323082864,770769307857.9535,0.04178595773687798,0.12269938650306748,0.0,0.125,0.5,0.375,9.2e-14
bsa,Li4.0Ga4.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.4175,3.44,1.395,1.81,-2.045,-1.63,2.46,99.6,138.2,61.0,54.5,-83.69999999999999,-77.19999999999999,0.39435600578871205,0.4413892908827786,222770713160.01746,28978758058.690765,416562668261.3441,708770527763.9178,14.374759174208863,387583910202.6533,0.03493034318722392,0.05504587155963303,0.0,0.25,0.5,0.25,2.4e-14
mde,Li4.0B24.0O36.0F4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",2.832941176470588,3.4939999999999998,1.8885714285714286,2.04,-1.6054285714285712,-1.4539999999999997,3.0,86.93676470588235,137.4425,14.785714285714286,6.0,-131.4425,-122.6567857142857,0.04365461920439457,0.10757745446797233,187498826950925.1,27796794176.37191,455314584317709.0,531179622569200.7,16380.111369272207,455286787523532.6,0.4306878306878307,0.5,0.058823529411764705,0.35294117647058826,0.5294117647058824,0.058823529411764705,<1E-10
1e9,Li12.0Sb4.0S12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sb"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.8185714285714287,2.58,1.2475,2.05,-1.3325,-0.5300000000000002,1.6,118.83333333333333,184.0,69.95833333333333,77.33333333333333,-106.66666666666667,-114.04166666666667,0.42028985507246375,0.3802083333333333,93997456524.4564,12278644599.949677,155286565467.83646,248081835595.03476,12.646881681751168,143007920867.88678,0.020809386973180077,0.03879310344827586,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,1e-09
an2,Li24.0Si4.0O16.0Cl8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.143076923076923,3.3466666666666662,1.1114285714285714,1.9,-2.2352380952380946,-1.4466666666666663,2.46,104.06153846153846,152.46666666666667,62.57142857142857,33.0,-119.46666666666667,-89.8952380952381,0.2164407520769567,0.41039415328877504,394756136697.91174,21469065422.60899,714716483505.3142,4256886531984.5776,33.290526133133355,693247418082.7052,0.030014430014430018,0.12121212121212122,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.46153846153846156,1e-10
tka,Li4.0Si8.0N12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""N"", ""value"": -3.0}]",2.316666666666667,3.0400000000000005,1.593333333333333,1.9,-1.4466666666666674,-1.1400000000000006,2.06,95.25,146.0,44.5,33.0,-113.0,-101.5,0.22602739726027396,0.3047945205479452,1458121427466.7966,36866897357.61785,2879375957575.975,4256886531984.5776,78.1019332775777,2842509060218.3574,0.08574635241301909,0.12121212121212122,0.0,0.3333333333333333,0.5,0.16666666666666666,6.17e-08
cdk,Li8.0P4.0O8.0N4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""N"", ""value"": -3.0}]",2.345,3.0275,0.98,,-2.0475,,2.46,95.73333333333333,109.85,67.5,,,-42.349999999999994,,0.6144742831133364,6544285460993.914,9754250787111.486,124354808758.77036,,0.012748781169649974,-9629895978352.717,0.014814814814814815,,0.0,0.0,0.6666666666666666,0.3333333333333333,<1E-10
fwz,Li8.0Si4.0S12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.9333333333333333,2.58,1.2866666666666666,1.9,-1.2933333333333334,-0.6800000000000002,1.6,120.0,184.0,56.0,33.0,-151.0,-128.0,0.1793478260869565,0.30434782608695654,757072013883.6611,12278644599.949677,1501865383167.3728,4256886531984.5776,122.31524179578649,1489586738567.423,0.05028058361391694,0.12121212121212122,0.0,0.16666666666666666,0.5,0.3333333333333333,2e-06
hln,Li8.0Ga16.0Ge8.0S48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",2.209,2.58,1.6524999999999999,1.8766666666666667,-0.9275000000000002,-0.7033333333333334,1.6,132.65,184.0,55.625,51.666666666666664,-132.33333333333334,-128.375,0.28079710144927533,0.3023097826086957,318723424067.98627,12278644599.949677,778390593270.0411,996402521440.4648,63.39385320047714,766111948670.0914,0.052965769918302825,0.06568275495279884,0.0,0.3,0.6,0.1,3.8e-08
cy2,La1.28Li0.16Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.678474576271187,3.44,1.350232558139535,1.3682926829268294,-2.089767441860465,-2.0717073170731704,2.46,117.93192090395479,138.2,82.58062015503876,83.31626016260162,-54.883739837398366,-55.61937984496123,0.6028672949537021,0.597544284768732,176127233476.73865,28978758058.690765,432781551066.35706,447826758008.1906,14.934440951190638,403802793007.66626,0.04851154777161967,0.050155290842683324,0.0,0.3474576271186441,0.6355932203389831,0.01694915254237288,0.000335
