ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity
3vi,Li52.0Ba12.0La12.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.197,107.51857142857143,138.2,0.2127659574468085,260443397255.60983,0.04062041898636,3.08e-05,3.08e-05,exact,3.08e-05,1.0,-4.511449283499555
vwn,Li54.0Ba14.0La10.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2842105263157894,3.44,1.1865,108.94166666666663,138.2,0.2105263157894736,258229780609.7103,0.0400378561769829,1.18e-05,1.18e-05,exact,1.18e-05,1.0,-4.928117992693875
tlp,Li56.0Ba16.0La8.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.176,110.36476190476188,138.2,0.2083333333333333,256016163963.8108,0.0394552933676059,2.85e-06,2.85e-06,exact,2.85e-06,1.0,-5.54515513999149
ka6,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.2600000000000002,98.98,138.2,0.2272727272727272,273725097131.007,0.0441157958426222,6.61e-06,6.61e-06,exact,6.61e-06,1.0,-5.179798540514359
7o7,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238096,138.2,0.217391304347826,264870630547.40887,0.041785544605114,2.95e-05,2.95e-05,exact,2.95e-05,1.0,-4.530177984021837
kji,Li51.2La24.0Zr11.2Ta4.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2735042735042735,3.44,1.2124,101.5,138.2,0.2136752136752137,201000116939.2149,0.0381849151291328,0.001,0.001,exact,0.001,1.0,-3.0
gdr,Li49.6La24.0Zr9.6Ta6.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2672413793103448,3.44,1.2192000000000005,101.14,138.2,0.2155172413793103,211389399823.75668,0.0390321838024884,0.00032,0.00032,exact,0.00032,1.0,-3.494850021680094
v1q,Li54.4La24.0Zr14.4Ta1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2857142857142857,3.44,1.1988,102.22,138.2,0.2100840336134453,180221551170.1315,0.0364903777824215,0.00073,0.00073,exact,0.00073,1.0,-3.136677139879544
4vd,Li54.0La24.0Zr14.0Ta2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2842105263157894,3.44,1.2005,102.13,138.2,0.2105263157894736,182818871891.2669,0.0367021949507605,0.00063,0.00063,exact,0.00063,1.0,-3.2006594505464183
2wb,Li52.8La24.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2056,101.86,138.2,0.211864406779661,190610834054.67325,0.0373376464557772,0.00047,0.00047,exact,0.00047,1.0,-3.3279021420642825
zfg,Li52.4La24.0Zr12.4Ta3.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2781316348195329,3.44,1.2073,101.77,138.2,0.2123142250530785,193208154775.80865,0.0375494636241161,0.0004,0.0004,exact,0.0004,1.0,-3.3979400086720375
6hq,Li48.0La24.0Zr8.0Ta8.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.2260000000000002,100.78,138.2,0.217391304347826,221778682708.2984,0.0398794524758441,0.00035,0.00035,exact,0.00035,1.0,-3.4559319556497243
hcm,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.2600000000000002,98.98,138.2,0.2272727272727272,273725097131.007,0.0441157958426222,3.4e-05,3.4e-05,exact,3.4e-05,1.0,-4.468521082957745
g5q,Li52.0La24.0Zr12.0Ta4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.209,101.68,138.2,0.2127659574468085,195805475496.9441,0.037761280792455,0.00028,0.00028,exact,0.00028,1.0,-3.552841968657781
4ie,Li48.4Ga2.0La24.0Zr16.0O94.4F1.6,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",0.259656652360515,3.449,1.2214285714285715,100.29047619047618,138.07375,0.2253218884120171,195495994927.4149,0.0365670501781405,0.00128,0.00128,exact,0.00128,1.0,-2.8927900303521317
5d6,Li54.4La24.0Zr15.2Mo0.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",0.2857142857142857,3.44,1.2086,102.02,138.2,0.2100840336134453,200100071100.63223,0.0370174680834249,8e-05,8e-05,exact,8e-05,1.0,-4.096910013008056
ciq,Li52.8La24.0Zr14.4Mo1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",0.2796610169491525,3.44,1.2252000000000005,101.46,138.2,0.211864406779661,230367873915.6747,0.0383918270577839,0.000311,0.000311,exact,0.000311,1.0,-3.5072396109731625
suz,Li51.2La24.0Zr13.6Mo2.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",0.2735042735042735,3.44,1.2418,100.9,138.2,0.2136752136752137,260635676730.7172,0.0397661860321428,0.000369,0.000369,exact,0.000369,1.0,-3.43297363384094
1tk,Li49.6La24.0Zr12.8Mo3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",0.2672413793103448,3.44,1.2584000000000002,100.34,138.2,0.2155172413793103,290903479545.75964,0.0411405450065018,0.00034,0.00034,exact,0.00034,1.0,-3.4685210829577446
9o6,Li52.0La24.0Zr14.0Mo2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",0.2765957446808511,3.44,1.2335,101.18,138.2,0.2127659574468085,245501775323.19595,0.0390790065449633,0.000333,0.000333,exact,0.000333,1.0,-3.4775557664936803
r07,Li54.0La24.0Zr15.0Te1.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Te"", ""value"": 6.0}]",0.2842105263157894,3.44,1.2112500000000002,102.03,138.2,0.2105263157894736,194439487730.94183,0.0370396292555861,0.00033,0.00033,exact,0.00033,1.0,-3.4814860601221125
uht,Li52.0La24.0Zr14.0Te2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Te"", ""value"": 6.0}]",0.2765957446808511,3.44,1.2305,101.48,138.2,0.2127659574468085,219046707176.29388,0.0384361494021062,0.00102,0.00102,exact,0.00102,1.0,-2.9913998282380825
kbq,Li40.0La24.0Bi16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",0.2272727272727272,3.44,1.42,101.78,138.2,0.2272727272727272,215131736344.2541,0.0414460780699296,1.9e-05,1.9e-05,exact,1.9e-05,1.0,-4.721246399047171
uw9,Li48.0La16.0Sr8.0Bi16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",0.2608695652173913,3.44,1.39,103.85333333333332,138.2,0.217391304347826,208574550634.41504,0.0394954320430024,2e-05,2e-05,exact,2e-05,1.0,-4.698970004336019
xog,Li40.0La24.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2272727272727272,3.44,1.48,95.38,138.2,0.2272727272727272,395005362726.2432,0.0484636219295787,7.8e-06,7.8e-06,exact,7.8e-06,1.0,-5.107905397309519
bi3,Li48.0Sr8.0La16.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2608695652173913,3.44,1.45,97.45333333333332,138.2,0.217391304347826,388448177016.4042,0.0465129759026516,6.3e-06,6.3e-06,exact,6.3e-06,1.0,-5.200659450546418
gcj,Li48.0La16.0Ca8.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.28,94.88666666666666,138.2,0.217391304347826,334301851876.2142,0.0451291328544136,1.33e-06,1.33e-06,exact,1.33e-06,1.0,-5.876148359032914
20k,Li48.0La16.0Sr8.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.27,98.95333333333332,138.2,0.217391304347826,329560362152.5685,0.0445521915889261,3.69e-06,3.69e-06,exact,3.69e-06,1.0,-5.432973633840939
jej,Li48.0Ca8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.24,96.98666666666664,138.2,0.217391304347826,271909401144.8136,0.0427420910811826,2.2e-06,2.2e-06,exact,2.2e-06,1.0,-5.657577319177793
hud,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238096,138.2,0.217391304347826,264870630547.40887,0.041785544605114,1.3e-05,1.3e-05,exact,1.3e-05,1.0,-4.886056647693163
4uu,Li49.2La24.0Zr14.0Ta2.0Ga1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2633832976445396,3.44,1.2239423076923075,100.2980769230769,138.2,0.2226980728051391,203047781732.5227,0.0374077209741786,0.00041,0.00041,exact,0.00041,1.0,-3.3872161432802645
sdz,Li49.2La24.0Zr14.0Ta2.0Al1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2633832976445396,3.44,1.21625,99.98076923076924,138.2,0.2226980728051391,220392690513.3431,0.0377853745628414,0.00037,0.00037,exact,0.00037,1.0,-3.431798275933005
7w5,Li54.0La24.0Zr14.0Ta2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2842105263157894,3.44,1.2005,102.13,138.2,0.2105263157894736,182818871891.2669,0.0367021949507605,0.00087,0.00087,exact,0.00087,1.0,-3.0604807473813813
etz,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,0.2083333333333333,169832268285.58978,0.0356431091090659,1.97e-06,1.97e-06,exact,1.97e-06,1.0,-5.705533773838407
ner,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238096,138.2,0.217391304347826,264870630547.40887,0.041785544605114,1.69e-05,1.69e-05,exact,1.69e-05,1.0,-4.772113295386326
z2s,Nd24.0Zr16.0Al4.0Li44.0O96.0,"[{""element"": ""Nd"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",0.2391304347826087,3.44,1.2518181818181815,93.05909090909093,138.2,0.2391304347826087,268538741238.44217,0.0393001323569402,3.9e-05,3.9e-05,exact,3.9e-05,1.0,-4.4089353929735005
72f,Li50.08Al1.92La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2663829787234043,3.44,1.2111450381679392,100.0,138.2,0.2229787234042553,215171469252.59705,0.0369815101360491,0.00021,0.00021,exact,0.00021,1.0,-3.677780705266081
j5g,Li48.0La24.0Nb12.0Y4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.2620000000000002,100.1,138.2,0.217391304347826,275298101007.68665,0.0417863288132702,0.000188,0.000188,exact,0.000188,1.0,-3.72584215073632
dvb,Li41.6La24.0Nb15.2Y0.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2342342342342342,3.44,1.2924,97.524,138.2,0.2252252252252252,323953658491.4634,0.0455595358553366,6.39e-05,6.39e-05,exact,6.39e-05,1.0,-4.1944991418416
cti,Li43.2La24.0Nb14.4Y1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2410714285714286,3.44,1.2848000000000002,98.168,138.2,0.2232142857142857,311789769120.5192,0.04461623409482,6.74e-05,6.74e-05,exact,6.74e-05,1.0,-4.17134010346468
2d1,Li44.0La24.0Nb14.0Y2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2444444444444444,3.44,1.281,98.49,138.2,0.2222222222222222,305707824435.04706,0.0441445832145617,9.18e-05,9.18e-05,exact,9.18e-05,1.0,-4.037157318798758
sqm,Li48.0Ba4.0Sr4.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.224,102.86285714285714,138.2,0.217391304347826,266019270984.2884,0.0419753472104045,7.1e-06,7.1e-06,exact,7.1e-06,1.0,-5.1487416512809245
zxr,Li48.0Sr8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.23,101.05333333333331,138.2,0.217391304347826,267167911421.1679,0.042165149815695,5.4e-06,5.4e-06,exact,5.4e-06,1.0,-5.267606240177032
h89,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238096,138.2,0.217391304347826,264870630547.40887,0.041785544605114,1.5e-05,1.5e-05,exact,1.5e-05,1.0,-4.823908740944319
l9r,Li48.0Ca8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.24,96.98666666666664,138.2,0.217391304347826,271909401144.8136,0.0427420910811826,2.2e-06,2.2e-06,exact,2.2e-06,1.0,-5.657577319177793
544,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238096,138.2,0.217391304347826,264870630547.40887,0.041785544605114,4e-05,4e-05,exact,4e-05,1.0,-4.3979400086720375
wa3,Li51.2Al1.6La24Zr16O96,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2711864406779661,3.44,1.208076923076923,100.41346153846152,138.2,0.2203389830508474,207905571661.73047,0.0367670227919812,0.000254,0.000254,exact,0.000254,1.0,-3.595166283380062
gz8,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.2600000000000002,98.98,138.2,0.2272727272727272,273725097131.007,0.0441157958426222,1.59e-05,1.59e-05,exact,1.59e-05,1.0,-4.798602875679548
419,Li42.4La24.0Ta14.8Sm1.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2376681614349775,3.44,1.2501000000000002,100.1674,138.2,0.2242152466367712,258950987931.5724,0.0427707647295179,7.11e-06,7.11e-06,exact,7.11e-06,1.0,-5.148130399270234
fam,Li47.2La24.0Ta12.4Sm3.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2576419213973799,3.44,1.2303000000000002,102.5422,138.2,0.2183406113537118,229402769532.70337,0.0400807025033092,1.18e-05,1.18e-05,exact,1.18e-05,1.0,-4.928117992693875
dae,Li48.8La24.0Ta11.6Sm4.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.264069264069264,3.44,1.2236999999999998,103.3338,138.2,0.2164502164502164,219553363399.74704,0.039184015094573,1.4e-05,1.4e-05,exact,1.4e-05,1.0,-4.853871964321762
9p1,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,0.2083333333333333,169832268285.58978,0.0356431091090659,0.000569,0.000569,exact,0.000569,1.0,-3.2448877336049287
gkl,Li40.0La24.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.3,96.88,138.2,0.2272727272727272,336117547862.4076,0.0465028376158532,5.08e-06,5.08e-06,exact,5.08e-06,1.0,-5.294136287716081
ijh,Li40.0La24.0Nb15.6Y0.4O95.6,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2277904328018223,3.44,1.2962,97.202,138.2,0.2277904328018223,330035603176.9355,0.0460311867355949,1.34e-05,1.34e-05,exact,1.34e-05,1.0,-4.872895201635193
8m3,Li40.0La24.0Nb14.8Y1.2O94.8,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.22883295194508,3.44,1.2886000000000002,97.846,138.2,0.22883295194508,317871713805.9913,0.0450878849750783,5.71e-06,5.71e-06,exact,5.71e-06,1.0,-5.243363891754152
zyx,Li40.0La24.0Nb14.4Y1.6O94.4,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2293577981651376,3.4399999999999995,1.2848000000000002,98.168,138.2,0.2293577981651376,311789769120.5192,0.04461623409482,9.13e-06,9.13e-06,exact,9.13e-06,1.0,-5.039529222465701
qvu,Li40.0La24.0Nb14.0Y2.0O94.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2298850574712643,3.44,1.281,98.49,138.2,0.2298850574712643,305707824435.04706,0.0441445832145617,9.68e-06,9.68e-06,exact,9.68e-06,1.0,-5.014124642691606
v07,La24.0Zr16.0Ga4.0Li44.0O96.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",0.2391304347826087,3.44,1.2481818181818185,98.2090909090909,138.2,0.2391304347826087,218826655510.8923,0.037406996604572,0.0001,0.0001,exact,0.0001,1.0,-4.0
whw,Li54.4La24.0Zr14.4Sb1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2857142857142857,3.44,1.2208,101.86,138.2,0.2100840336134453,192349577729.65512,0.0369251603911172,5.9e-05,5.9e-05,exact,5.9e-05,1.0,-4.229147988357856
duf,Li52.8La24.0Zr12.8Sb3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2796610169491525,3.44,1.2496000000000005,101.14,138.2,0.211864406779661,214866887173.7205,0.0382072116731685,0.00077,0.00077,exact,0.00077,1.0,-3.113509274827518
