ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff
7ek,Li14.8Ge3.4W0.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.224080459770115,3.44,1.189255319148936,1.9635,-2.250744680851064,-1.4765,2.46,97.6206896551724,138.2,63.08510638297872,46.75,-91.45,-75.11489361702127,0.3382778581765557,0.4564768913384857,249589143526.80588,28978758058.690765,437342663074.1379,1595397724040.9976,15.09183596441181,408363905015.4472,0.0311435993865117,0.0915601023017902,0.0,0.1149425287356322,0.4597701149425288,0.4252873563218391,3.8e-05,3.8e-05,exact,3.8e-05,1.0,-4.42021640338319,-1.0274129351115258,1.1787420761381586,58.774712643678164,240.1468965517241,-2.339348154768955
2uv,Li16.0Sn4.0Se16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""Se"", ""value"": -2.0}]",1.7866666666666664,2.55,1.176,1.96,-1.374,-0.5899999999999999,1.5699999999999998,125.66666666666669,198.0,67.8,69.0,-129.0,-130.2,0.3484848484848485,0.3424242424242424,111390424071.15971,9853904009.223562,192619640120.70865,465678965568.46185,19.547545819444824,182765736111.48508,0.0234460547504025,0.0579710144927536,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,2e-05,2e-05,exact,2e-05,1.0,-4.698970004336019,-0.4704909090909091,1.291092239789305,88.0,197.29666666666668,-3.0526763285024052
kmv,Li16.0Sn4.0S16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.7999999999999998,2.58,1.176,1.96,-1.404,-0.6200000000000001,1.6,119.44444444444444,184.0,67.8,69.0,-115.0,-116.2,0.375,0.3684782608695652,112468086555.92688,12278644599.949677,192619640120.70865,465678965568.46185,15.687369933445105,180340995520.75897,0.0234460547504025,0.0579710144927536,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,7e-05,7e-05,exact,7e-05,1.0,-4.154901959985743,-0.5173434782608695,1.195550138033321,81.77777777777777,191.11111111111111,-2.724431561996771
kmr,Li20.0Ge1.9Si0.1P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.88578,2.58,1.2449615384615385,2.1281666666666665,-1.3350384615384616,-0.4518333333333335,1.6,118.494,184.0,58.02692307692308,26.45,-157.55,-125.97307692307692,0.14375,0.3153637123745819,3237647072107.284,12278644599.949677,6214910235960.208,26516761659965.0,506.1560488513268,6202631591360.259,0.0634655956906596,0.225634865276809,0.0,0.12,0.48,0.4,0.0086,0.0086,exact,0.0086,1.0,-2.065501548756432,-0.4210226853936197,2.7042844312804677,73.60000000000001,189.59040000000002,-7.994956367908361
e6e,Li12.8Ge0.8P3.2O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.3231707317073176,3.44,1.2595238095238095,2.154,-2.1804761904761905,-1.286,2.46,96.53658536585364,138.2,56.85714285714285,22.800000000000004,-115.39999999999998,-81.34285714285713,0.1649782923299566,0.4114120322513955,3898283745121.744,28978758058.690765,7583336113753.223,31452076289735.47,261.6860287247186,7554357355694.532,0.0714506736672124,0.2526854219948849,0.0,0.1219512195121951,0.4878048780487805,0.3902439024390244,1.14e-06,1.14e-06,exact,1.14e-06,1.0,-5.943095148663527,-0.8970741407995905,2.4177805365117524,53.93170731707317,237.47999999999996,-5.812001940872962
ylh,Li12.8Ge0.8V3.2O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.2685365853658537,3.44,1.152857142857143,1.706,-2.287142857142857,-1.734,2.46,98.85365853658536,138.2,61.38095238095238,41.8,-96.39999999999998,-76.81904761904761,0.3024602026049204,0.4441458204121012,376698291699.2382,28978758058.690765,707859752309.2832,2575075571670.925,24.42684917261301,678880994250.5924,0.038799576418497,0.11555081355028,0.0,0.1219512195121951,0.4878048780487805,0.3902439024390244,1.9e-05,1.9e-05,exact,1.9e-05,1.0,-4.721246399047171,-1.0158249406853914,1.3878674507966808,53.93170731707317,243.17999999999998,-2.980546508491398
eij,Li13.6Ge1.6P2.4O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.286904761904762,3.44,1.2386363636363638,2.118,-2.201363636363636,-1.322,2.46,96.5357142857143,138.2,58.65909090909092,28.6,-109.6,-79.54090909090907,0.2069464544138929,0.4244507301670834,2919130384108.878,28978758058.690765,5546540953245.412,23981973844499.99,191.40022985153425,5517562195186.722,0.0594599016593901,0.2112531969309463,0.0,0.119047619047619,0.4761904761904763,0.4047619047619048,4.5e-06,4.5e-06,exact,4.5e-06,1.0,-5.346787486224656,-0.9343704028178113,2.281942454983108,55.938095238095244,237.47785714285718,-4.7294946324439415
efb,Li14.4Ge2.4P1.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.2523255813953487,3.44,1.2195652173913043,2.082,-2.220434782608696,-1.358,2.46,96.53488372093022,138.2,60.30434782608695,34.4,-103.79999999999998,-77.89565217391304,0.2489146164978292,0.4363556282640156,1985519039887.308,28978758058.690765,3686858415390.4536,16511871399264.514,127.226239576018,3657879657331.762,0.048511805478335,0.1698209718670076,0.0,0.1162790697674418,0.4651162790697674,0.4186046511627906,1.1e-05,1.1e-05,exact,1.1e-05,1.0,-4.958607314841775,-0.9688992145844905,2.1045766909338326,57.85116279069766,237.47581395348834,-3.778858725868912
lcm,Li14.4Ge2.4V1.6O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.226279069767441,3.44,1.1708695652173913,1.858,-2.2691304347826087,-1.5820000000000003,2.46,97.63953488372093,138.2,62.369565217391305,43.9,-94.29999999999998,-75.83043478260868,0.3176555716353111,0.4512993141634682,306623649302.1602,28978758058.690765,548053989513.8728,2073371040232.2417,18.912266302230663,519075231455.182,0.0336058697778344,0.1012536676447052,0.0,0.1162790697674418,0.4651162790697674,0.4186046511627906,3.19e-05,3.19e-05,exact,3.19e-05,1.0,-4.496209316942819,-1.0240570089648438,1.2767435745128701,57.85116279069766,240.19325581395347,-2.548347716500911
mgs,Li15.2Ge3.2P0.8O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.2193181818181817,3.44,1.2020833333333334,2.046,-2.2379166666666666,-1.394,2.46,96.5340909090909,138.2,61.8125,40.2,-98.0,-76.38749999999999,0.2908827785817656,0.4472684515195369,1094344574948.5372,28978758058.690765,1982149422356.7424,9041768954029.035,68.40008182346149,1953170664298.052,0.0384760506457011,0.128388746803069,0.0,0.1136363636363636,0.4545454545454545,0.4318181818181817,1.03e-06,1.03e-06,exact,1.03e-06,1.0,-5.987162775294828,-1.0009495221297637,1.8350566212443349,59.67727272727271,237.47386363636363,-2.9390893186984925
85t,La4.56Li2.32Ti8.0O24.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6278189300411525,3.44,1.3178494623655914,1.3802547770700635,-2.1221505376344085,-2.059745222929936,2.46,115.73786008230454,138.2,79.50860215053764,81.72675159235668,-56.47324840764331,-58.69139784946235,0.5913657857623493,0.5753155003656849,175445486318.74304,28978758058.690765,411682144802.6983,464755347001.8952,14.206341899432584,382703386744.0076,0.0455837488935851,0.0512671825769248,0.0,0.3230452674897119,0.617283950617284,0.0596707818930041,0.0016,0.0016,exact,0.0016,1.0,-2.795880017344075,-1.220906098410447,1.1524822624865467,8.246502057613165,284.71513580246915,-2.675373941783392
i9a,Li5.0Zn0.5P2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.9835483870967745,2.58,1.3473333333333335,2.082,-1.2326666666666666,-0.4980000000000002,1.6,121.10752688172045,184.0,54.02222222222223,27.066666666666663,-156.93333333333334,-129.97777777777776,0.1471014492753623,0.2935990338164251,5076751044754.039,12278644599.949677,10478854938251.736,31187855197237.668,853.4211453839688,10466576293651.787,0.0902881137786981,0.2412347117064647,0.0,0.1612903225806451,0.5161290322580645,0.3225806451612903,0.00084,0.00084,exact,0.00084,1.0,-3.0757207139381184,-0.36190974235104667,2.931163399256602,59.354838709677416,193.77204301075272,-11.735448388702336
dco,Li4.0Zn1.0P2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",2.039333333333333,2.58,1.4214285714285713,2.01,-1.1585714285714288,-0.5700000000000003,1.6,122.88888888888889,184.0,53.04761904761904,33.77777777777778,-150.22222222222223,-130.95238095238096,0.1835748792270531,0.2883022774327122,5246037793872.075,12278644599.949677,11227476821611.646,26031639505415.484,914.3905689442026,11215198177011.695,0.0967425033819908,0.2059794214715589,0.0,0.2,0.5333333333333333,0.2666666666666666,0.00013,0.00013,exact,0.00013,1.0,-3.886056647693163,-0.33401878142561375,2.9611317380820923,49.066666666666656,196.62222222222223,-12.668661157165461
tqb,Li3.0Zn1.5P2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",2.0989655172413797,2.58,1.5069230769230766,1.9585714285714284,-1.0730769230769237,-0.6214285714285717,1.6,124.79310344827586,184.0,51.92307692307692,38.57142857142857,-145.42857142857144,-132.0769230769231,0.2096273291925465,0.282190635451505,5426999491205.146,12278644599.949677,12091271302411.545,22348628296971.062,984.7399038213956,12078992657811.594,0.1041898760011747,0.180797071303769,0.0,0.2413793103448276,0.5517241379310345,0.2068965517241379,1.65e-05,1.65e-05,exact,1.65e-05,1.0,-4.782516055786093,-0.3028122588114229,2.9933215368412873,38.068965517241374,199.6689655172414,-13.761078238001307
1sz,Li0.66La1.12Ti1.94Al0.06O5.94F0.06,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6212065439672805,3.4454000000000007,1.3129629629629629,1.3833974358974357,-2.132437037037038,-2.062002564102565,3.0,115.20277777777775,138.12425,78.81948853615519,81.21399572649572,-56.910254273504265,-59.3047614638448,0.587977822333846,0.5706419295392026,178051257185.27972,28860561670.45888,414861884986.5827,476315304957.85065,14.374698930798266,386001323316.12384,0.045020459751123,0.0514101154107267,0.0061349693251533,0.3190184049079754,0.607361963190184,0.0674846625766871,0.000928,0.000928,exact,0.000928,1.0,-3.032452023781138,-1.2168579854356751,1.1575987574269035,9.321268404907972,345.60833333333323,-2.669927626532975
yh8,Li0.66La1.12Ti1.92Al0.08O5.92F0.08,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.622453987730061,3.4472,1.3133333333333332,1.383846153846154,-2.133866666666667,-2.063353846153846,3.0,115.1581458759373,138.099,78.74409171075837,81.12264957264956,-56.976350427350425,-59.35490828924162,0.5874238739791713,0.5702003034834313,178986009651.698,28821162874.381588,417342909298.23193,479321161335.4258,14.480432698612503,388521746423.8504,0.0450138415626867,0.0514020972208903,0.0081799591002045,0.3190184049079755,0.6053169734151329,0.0674846625766871,0.000622,0.000622,exact,0.000622,1.0,-3.2062096153091812,-1.2167314209265114,1.1607815394724579,9.319564417177912,345.4744376278119,-2.6717924376997217
coh,Li0.66La1.12Ti1.9Al0.1O5.9F0.1,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.623701431492843,3.449,1.3137037037037036,1.3842948717948715,-2.135296296296296,-2.0647051282051283,3.0,115.1135139740968,138.07375,78.66869488536155,81.03130341880342,-57.04244658119657,-59.40505511463845,0.5868697230197878,0.5697585159044464,179920762118.11624,28781764078.30429,419823933609.8812,482327017713.00085,14.586455940216142,391042169531.5769,0.0450072233742503,0.0513940790310539,0.0102249488752556,0.3190184049079755,0.6032719836400818,0.0674846625766871,0.000176,0.000176,exact,0.000176,1.0,-3.75448733218585,-1.2166032487940386,1.1639497845200826,9.31786042944785,345.3405419222904,-2.673656585104183
1pw,Li0.66La1.12Ti1.88Al0.12O5.88F0.12,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.624948875255624,3.4508,1.314074074074074,1.3847435897435898,-2.136725925925925,-2.06605641025641,3.0,115.06888207225632,138.04849999999996,78.59329805996472,80.93995726495726,-57.108542735042704,-59.45520194003524,0.5863153693445222,0.569316566713617,180855514584.5345,28742365282.22699,422304957921.5304,485332874090.5759,14.692769846003772,393562592639.3034,0.0450006051858139,0.0513860608412176,0.0122699386503067,0.3190184049079755,0.6012269938650308,0.0674846625766871,0.000106,0.000106,exact,0.000106,1.0,-3.9746941347352296,-1.2164734681561218,1.167103675670542,9.316156441717787,345.20664621676895,-2.675520068746362
my5,Li0.66La1.12Ti1.84Al0.16O5.84F0.16,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.627443762781186,3.4544,1.3148148148148149,1.3856410256410256,-2.1395851851851853,-2.0687589743589747,3.0,114.97961826857532,137.998,78.44250440917108,80.75726495726497,-57.24073504273503,-59.55549559082891,0.5852060534012448,0.5684321831415752,182725019517.37097,28663567690.072403,427267006544.829,491344586845.726,14.906274444433953,398603438854.7566,0.0449873688089412,0.0513700244615448,0.0163599182004089,0.3190184049079754,0.5971370143149284,0.0674846625766871,0.000494,0.000494,exact,0.000494,1.0,-3.306273051076353,-1.2162090778321863,1.1733691129096637,9.312748466257666,344.93885480572595,-2.6792450447438916
hta,La1.13Li0.61Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.624312114989733,3.44,1.3157219251336898,1.3811501597444091,-2.12427807486631,-2.058849840255591,2.46,115.58596851471592,138.2,79.30677361853833,81.60777422790201,-56.592225772097976,-58.89322638146166,0.5905048786389437,0.5738550913063556,175398289976.91638,28978758058.690765,410295934765.5137,466022480089.51154,14.158506514825104,381317176706.8229,0.0453913954149671,0.0513504095255399,0.0,0.3213552361396303,0.6160164271047228,0.0626283367556468,0.000957,0.000957,exact,0.000957,1.0,-3.0190880622231564,-1.2190277886124956,1.151017444979603,8.655236139630388,284.3414825462011,-2.6732457259440983
s3h,La1.0Li1.0Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.58,3.44,1.29,1.393333333333333,-2.15,-2.046666666666667,2.46,113.66666666666666,138.2,76.86666666666666,79.98888888888888,-58.21111111111111,-61.33333333333333,0.5787908023798038,0.5561987457790641,174801917001.59512,28978758058.690765,393536655415.95166,483263937635.01215,13.580176714920656,364557897357.26086,0.0430658418584753,0.0524828508730289,0.0,0.3,0.6,0.1,0.000925,0.000925,exact,0.000925,1.0,-3.0338582672609675,-1.1958273034249878,1.1329054213300183,13.82,279.61999999999995,-2.6413716339864846
2lu,La1.1Li0.72Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.610549898167006,3.44,1.3077486910994764,1.3838709677419354,-2.1322513089005235,-2.0561290322580645,2.46,115.03699932111338,138.2,78.65532286212915,81.24623655913979,-56.9537634408602,-59.54467713787084,0.5878888318316917,0.5691412652831342,175154184584.6529,28978758058.690765,404749095358.4154,469872929665.42975,13.967095985917542,375770337299.7246,0.0446693544638205,0.0516033120597186,0.0,0.3156822810590631,0.6109979633401221,0.0733197556008146,0.000688,0.000688,exact,0.000688,1.0,-3.162411561764489,-1.213552207849263,1.1451061177537483,10.132790224032577,282.9910183299389,-2.659822289505301
bd5,La1.08Li0.78Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.60369168356998,3.44,1.3037305699481865,1.385714285714286,-2.136269430051813,-2.0542857142857143,2.46,114.73975659229208,138.2,78.27305699481865,81.00129870129871,-57.19870129870128,-59.92694300518134,0.5861164884319733,0.5663752315109888,175062122447.79498,28978758058.690765,402134709581.1176,472481567581.5822,13.876878669771596,373155951522.4269,0.0443060828983096,0.0517746507895842,0.0,0.3123732251521298,0.6085192697768763,0.0791075050709939,0.000651,0.000651,exact,0.000651,1.0,-3.1864190114318083,-1.2099300930154435,1.1422917911232982,10.932657200811356,282.2598012170385,-2.655128104629839
ukw,La1.04Li0.9Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.590140845070423,3.44,1.2959390862944162,1.3894736842105264,-2.144060913705584,-2.0505263157894733,2.46,114.15244802146208,138.2,77.53181049069373,80.5017543859649,-57.69824561403509,-60.66818950930626,0.5825018407088633,0.5610116533335292,174880221002.33328,28978758058.690765,397065189952.04266,477801815963.2088,13.701939508513972,368086431893.3519,0.0436016679844762,0.0521240916202312,0.0,0.3058350100603622,0.6036217303822938,0.090543259557344,0.000501,0.000501,exact,0.000501,1.0,-3.300162274132754,-1.202843158045767,1.1367820458591364,12.51307847082494,280.8150221327967,-2.6452342562040534
5h8,La1.16Li0.54Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6314639175257737,3.44,1.3203243243243243,1.3784810126582276,-2.1196756756756754,-2.0615189873417723,2.46,115.94343642611685,138.2,79.8517117117117,81.96244725738396,-56.23755274261603,-58.34828828828829,0.5930712536713746,0.577798203413254,175434926647.35983,28978758058.690765,412931416250.607,462245140315.6677,14.24945180239594,383952658191.91626,0.0458062962823654,0.0511023089382127,0.0,0.3257731958762887,0.6185567010309279,0.0556701030927835,0.000599,0.000599,exact,0.000599,1.0,-3.2225731776106885,-1.2247447972241805,1.1537981567112654,7.693608247422679,285.22085360824747,-2.6727189809022045
vwy,La1.12Li0.66Ti2.0O6.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6174642126789363,3.44,1.3118518518518518,1.382051282051282,-2.1281481481481483,-2.057948717948718,2.46,115.33667348329922,138.2,79.04567901234569,81.48803418803419,-56.7119658119658,-59.1543209876543,0.5896384528801317,0.5719658394525737,175246999786.02496,28978758058.690765,407418812051.6349,467297735825.1255,14.059222663251765,378440053992.9441,0.0450403143164321,0.0514341699802358,0.0,0.3190184049079754,0.6134969325153373,0.0674846625766871,0.000668,0.000668,exact,0.000668,1.0,-3.175223537524454,-1.217228042034996,1.1479613091338083,9.326380368098157,283.72821676891607,-2.664329210459066
sib,La2.52Li0.44Mg2.0W2.0O12.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""W"", ""value"": 6.0}]",2.6636708860759493,3.44,1.3251724137931036,1.3484662576687116,-2.1148275862068964,-2.091533742331288,2.46,117.82151898734176,138.2,82.68620689655172,83.71104294478529,-54.4889570552147,-55.513793103448265,0.6057238997451903,0.5983082988173063,234377153670.07156,28978758058.690765,588512318517.2798,619835831445.7682,20.308403739227334,559533560458.589,0.0518556614691614,0.0543553505071848,0.0,0.3438818565400843,0.6329113924050632,0.0232067510548523,6.8e-06,6.8e-06,exact,6.8e-06,1.0,-5.167491087293763,-1.2653188953953582,1.3076757887672146,3.2071729957805877,289.84093670886074,-2.87870446204148
