ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,r_ratio_x_chi_diff,log_rho_ratio,Li_channel_size,chi_range_x_r_avg,field_x_r_diff
p81,Li4.0Al4.0Cl16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.5383333333333336,3.16,1.295,1.61,-1.865,-1.55,2.18,139.625,181.0,56.875,46.25,-134.75,-124.125,0.255524861878453,0.3142265193370165,218315280904.30008,6449680150.445433,642046482412.0094,1159738156065.2483,99.54702674173195,635596802261.564,0.0398398398398398,0.0648648648648648,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666,1e-06,1e-06,exact,1e-06,1.0,-6.0,-0.5860324585635358,1.9980282931033315,30.166666666666654,304.38250000000005,-4.945120120120115
bv2,Li4.0Y4.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.27,3.44,1.1,1.22,-2.34,-2.22,2.46,109.9625,138.2,81.725,95.95,-42.25,-56.475,0.6942836468885673,0.5913531114327062,78049422529.50528,28978758058.690765,127120087000.3198,129885365241.86926,4.386664423053021,98141328941.62904,0.0230405496690019,0.0312662845231891,0.0,0.25,0.5,0.25,1.8e-08,1.8e-08,exact,1.8e-08,1.0,-7.7447274948966935,-1.3837662807525324,0.6421344124330596,34.55,270.50775,-1.3012150425568823
be9,Li4.0Ga4.0Br16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""Br"", ""value"": -1.0}]",2.438333333333333,2.96,1.395,1.81,-1.565,-1.15,1.98,151.0,196.0,61.0,54.5,-141.5,-135.0,0.2780612244897959,0.3112244897959184,142240436975.12537,5079321332.016004,416562668261.3441,708770527763.9178,82.01148165910753,411483346929.3281,0.0349303431872239,0.055045871559633,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666,7e-06,7e-06,exact,7e-06,1.0,-5.154901959985743,-0.48706632653061227,1.9138746581413526,32.66666666666666,298.98,-4.715596330275226
n27,Li4.0B4.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.475,3.44,1.51,2.04,-1.93,-1.4,2.46,87.475,138.2,36.75,6.0,-132.2,-101.45,0.0434153400868306,0.2659189580318379,132840483723519.2,28978758058.690765,265651988688979.7,531179622569200.6,9167.128147830004,265623009930921.0,0.2574074074074074,0.5,0.0,0.25,0.5,0.25,1e-08,1e-08,exact,1e-08,1.0,-8.0,-0.5132235890014472,3.962233302420931,34.55,215.18849999999998,-26.113981481481485
ecp,La4.0Li4.0O8.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",2.24,3.44,1.04,1.1,-2.4,-2.34,2.46,115.71666666666664,138.2,93.23333333333332,118.96666666666664,-19.23333333333333,-44.96666666666667,0.8608297153883261,0.6746261456825856,62613753863.528,28978758058.690765,96248749668.36523,68142690577.96012,3.321355231077617,67269991609.67447,0.0200159812376119,0.025217147660409,0.0,0.25,0.5,0.25,1e-10,1e-10,exact,1e-10,1.0,-10.0,-1.6191027496382053,0.5213153274642038,34.55,284.66299999999995,-0.9000519563179485
me3,La3.6Sr0.4Li4.0O8.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",2.23625,3.44,1.0325000000000002,1.0850000000000002,-2.4075,-2.3549999999999995,2.49,115.97583333333333,138.2,93.75166666666668,120.00333333333332,-18.19666666666666,-44.44833333333332,0.8683309213699952,0.6783767486734202,61794105649.79812,28978758058.690765,94609453240.90549,64864097723.0406,3.2647863324333177,65630695182.21471,0.0195283197308801,0.0242418246469454,0.0,0.25,0.5,0.25,6.29e-10,6.29e-10,exact,6.29e-10,1.0,-9.201349354554731,-1.6331920224312593,0.5138547636565354,34.55,288.779825,-0.8680012648380687
zs0,La4.0Li3.04Mg0.32O8.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}]",2.299375,3.44,1.0595652173913044,1.1155555555555556,-2.380434782608696,-2.3244444444444445,2.46,117.81944444444444,138.2,95.66666666666664,115.48765432098764,-22.712345679012344,-42.53333333333335,0.8356559646960033,0.6922334780511336,61719868267.5398,28978758058.690765,97308031538.02786,78275114234.54242,3.3579089670078206,68329273479.3371,0.0210318636640709,0.0254068239653993,0.0,0.28125,0.5208333333333334,0.1979166666666666,7.27e-10,7.27e-10,exact,7.27e-10,1.0,-9.138465589140962,-1.6478166488391115,0.5260689182278582,27.352083333333322,289.8358333333333,-0.8945552678451494
lrh,Li10.0V8.0P12.0O48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 3.0}, {""element"": ""P"", ""value"": 5.0}]",2.7466666666666666,3.44,1.6373333333333335,1.966,-1.8026666666666664,-1.474,2.46,102.87948717948716,138.2,46.36666666666667,35.8,-102.4,-91.83333333333331,0.2590448625180897,0.3355041003376749,6066693608591.944,28978758058.690765,15727037369445.148,23528378649788.336,542.7091574315618,15698058611386.455,0.1350853304284676,0.1952205882352941,0.0,0.2564102564102564,0.6153846153846154,0.1282051282051282,1.9e-07,1.9e-07,exact,1.9e-07,1.0,-6.721246399047171,-0.6048020582087152,2.7345671497321247,17.717948717948715,253.0835384615384,-12.405336177680939
1xt,Li8.0Sb8.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 3.0}]",2.4775,3.44,1.515,2.05,-1.925,-1.39,2.46,105.30833333333332,138.2,72.41666666666666,77.33333333333333,-60.86666666666666,-65.78333333333333,0.5595754944524843,0.5239990352146647,107598540117.79666,28978758058.690765,186218322176.90256,248081835595.0348,6.426028396377582,157239564118.2118,0.0268039591315453,0.0387931034482758,0.0,0.25,0.5,0.25,1e-10,1e-10,exact,1e-10,1.0,-10.0,-1.0086981427882296,0.8079426403507065,34.55,259.0585,-1.7632537782034883
kbo,Li8.0Sr8.0Al4.0P12.0O48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.666,3.44,1.505,1.68,-1.935,-1.76,2.49,107.46583333333334,138.2,61.364583333333336,59.31944444444445,-78.88055555555553,-76.83541666666665,0.4292289757195691,0.4440273757838881,5929672129962.873,28978758058.690765,14780712187819.145,19666164647505.938,510.05333485595634,14751733429760.451,0.1259719088403139,0.1630242735154803,0.0,0.3,0.6,0.1,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.8591929721418236,2.7076155914362614,13.82,267.58992500000005,-9.679104104040865
5zv,Li16.0Zn4.0P8.0O32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.498,3.44,1.4214285714285713,2.01,-2.0185714285714287,-1.4300000000000002,2.46,98.4622222222222,138.2,53.04761904761904,33.77777777777778,-104.42222222222222,-85.15238095238095,0.244412284933269,0.3838467369581697,5254944521050.071,28978758058.690765,11227476821611.646,26031639505415.484,387.438164150189,11198498063552.955,0.0967425033819908,0.2059794214715589,0.0,0.2,0.5333333333333333,0.2666666666666666,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.774822056174134,2.5882023981680216,36.853333333333325,242.2170666666666,-8.237854502270283
5bz,Li12.0B4.0N8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""N"", ""value"": -3.0}]",1.8433333333333333,3.04,1.245,2.04,-1.795,-1.0,2.06,83.41666666666667,146.0,52.125,6.0,-140.0,-93.875,0.0410958904109589,0.3570205479452055,88604403465032.03,36866897357.61785,132888171748869.23,531179622569200.6,3604.539065487983,132851304851511.6,0.1361111111111111,0.5,0.0,0.1666666666666666,0.3333333333333333,0.5,8.7e-08,8.7e-08,exact,8.7e-08,1.0,-7.060480747381382,-0.6408518835616438,3.5568497367076675,73.0,171.83833333333334,-12.777430555555554
883,Li4.0Al4.0H16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""H"", ""value"": -1.0}]",1.8983333333333332,2.2,1.295,1.61,-0.9050000000000002,-0.5900000000000001,1.2200000000000002,112.29166666666669,140.0,56.875,46.25,-93.75,-83.125,0.3303571428571428,0.40625,223307265960.70444,13937657735.05191,642046482412.0094,1159738156065.2483,46.065593991257394,628108824676.9575,0.0398398398398398,0.0648648648648648,0.0,0.1666666666666666,0.6666666666666666,0.1666666666666666,8.7e-09,8.7e-09,exact,8.7e-09,1.0,-8.060480747381382,-0.36765625000000013,1.6633766755304924,23.333333333333325,136.99583333333337,-3.311686686686683
uu4,Li8.0V8.0O24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.586,3.44,1.305,1.63,-2.135,-1.81,2.46,104.56999999999998,138.2,54.125,40.75,-97.45,-84.07499999999999,0.2948625180897251,0.3916425470332851,607443784065.0217,28978758058.690765,1475141323074.5183,2825927837390.266,50.90422854171011,1446162565015.8276,0.0687571006589411,0.1226993865030674,0.0,0.2,0.6,0.2,2.05e-09,2.05e-09,exact,2.05e-09,1.0,-8.688246138944246,-0.8361568379160637,1.7067538600588448,27.64,257.24219999999997,-5.780753237900472
tws,Li24.0Zr8.0O28.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.1746666666666665,3.44,1.0675,1.33,-2.3725,-2.11,2.46,101.89333333333332,138.2,70.125,78.0,-60.19999999999999,-68.07499999999999,0.5643994211287989,0.5074167872648336,106247561910.50172,28978758058.690765,173857765280.8363,322366634847.03424,5.999489865256532,144879007222.14554,0.0239316239316239,0.0512820512820512,0.0,0.1333333333333333,0.4666666666666667,0.4,5.2e-10,5.2e-10,exact,5.2e-10,1.0,-9.2839966563652,-1.2038463277858178,0.7781143240298175,55.28,250.65759999999995,-1.6291452991452966
l9v,Li36.0Al12.0F72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""F"", ""value"": -1.0}]",2.8430000000000004,3.98,1.1375,1.61,-2.8425,-2.37,3.0,103.25,130.625,62.1875,46.25,-84.375,-68.4375,0.354066985645933,0.4760765550239234,163575729775.4573,17159119235.502205,383200645585.3899,1159738156065.2483,22.332186187770525,366041526349.8877,0.0273273273273273,0.0648648648648648,0.6,0.1,0.0,0.3,5e-07,5e-07,exact,5e-07,1.0,-6.301029995663981,-1.353247607655502,1.34893123999087,39.1875,309.75,-1.8702139639639621
t0h,Li8.0Zr4.0O12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.268333333333333,3.44,1.096666666666667,1.33,-2.3433333333333333,-2.11,2.46,104.59999999999998,138.2,71.0,78.0,-60.19999999999999,-67.19999999999999,0.5643994211287989,0.5137481910274965,109668754423.4412,28978758058.690765,190358750788.19165,322366634847.03424,6.56890645219017,161379992729.5009,0.0269705603038936,0.0512820512820512,0.0,0.1666666666666666,0.5,0.3333333333333333,6.1e-10,6.1e-10,exact,6.1e-10,1.0,-9.214670164989233,-1.2038832609744334,0.8174930771232174,46.06666666666666,257.316,-1.8124216524216494
4kt,Li8.0Cr4.0Cl16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Cr"", ""value"": 2.0}]",2.322857142857143,3.16,1.2066666666666668,1.66,-1.9533333333333331,-1.5000000000000002,2.18,133.64285714285714,181.0,70.5,76.5,-104.5,-110.5,0.4226519337016574,0.3895027624309392,63622878785.20343,6449680150.445433,139853810298.21408,170851813377.10156,21.683836568012666,133404130147.76865,0.0185911401597676,0.0261437908496732,0.5714285714285714,0.1428571428571428,0.0,0.2857142857142857,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.7608287292817678,1.3361361253251336,51.71428571428571,291.3414285714286,-2.05432098765432
xas,Li16.0Sn8.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.9433333333333331,2.58,1.3066666666666666,1.96,-1.2733333333333334,-0.6200000000000001,1.6,126.0,184.0,68.0,69.0,-115.0,-116.0,0.375,0.3695652173913043,125204086147.64192,12278644599.949677,238129527695.3342,465678965568.46185,19.39379593219191,225850883095.3845,0.029200214707461,0.0579710144927536,0.0,0.1666666666666666,0.5,0.3333333333333333,1.5e-05,1.5e-05,exact,1.5e-05,1.0,-4.823908740944319,-0.47057971014492755,1.2876628215108443,61.33333333333333,201.60000000000002,-3.387224906065476
qy4,Li12.0Na20.0Ti8.0S32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Na"", ""value"": 1.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.7394444444444446,2.58,1.067,1.1042857142857143,-1.513,-1.4757142857142858,1.65,131.2579365079365,184.0,89.06428571428572,98.3061224489796,-85.6938775510204,-94.93571428571428,0.5342724046140195,0.4840450310559006,110220802713.30128,12278644599.949677,188574529203.9825,216097266537.64493,15.357927144886611,176295884604.03287,0.0220756453937127,0.0251874299275261,0.0,0.3888888888888889,0.4444444444444444,0.1666666666666666,8.8e-06,8.8e-06,exact,8.8e-06,1.0,-5.055517327849831,-0.7323601319875775,1.1863326030466221,30.666666666666654,216.57559523809522,-2.0957671637702533
00x,Li4.0Gd4.0P16.0O48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Gd"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.901111111111111,3.44,1.8233333333333333,1.992,-1.6166666666666667,-1.4480000000000002,2.46,105.35277777777776,138.2,39.65833333333333,34.09,-104.11,-98.54166666666666,0.2466714905933429,0.28696333815726,8681528532219.816,28978758058.690765,25986628080542.062,31159082734898.727,896.7474737154461,25957649322483.37,0.2034279966528122,0.2411506330204116,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.463924063354237,2.9526701618710183,7.677777777777769,259.1678333333333,-20.0461338368292
ard,Li8.0Ta16.0P8.0O64.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8075,3.44,1.5425,1.7299999999999998,-1.8975,-1.7100000000000002,2.46,110.675,138.2,55.625,51.66666666666666,-86.53333333333333,-82.57499999999999,0.3738543174143753,0.4024963820549928,3370213418510.0327,28978758058.690765,10052682739412.717,13362125382964.031,346.898328736276,10023703981354.023,0.1134649995263806,0.1463483944302358,0.0,0.25,0.6666666666666666,0.0833333333333333,0.0016,0.0016,exact,0.0016,1.0,-2.795880017344075,-0.7637368849493488,2.540202207531995,11.51666666666666,272.2605,-9.369372335890876
9wf,Li12.0Er4.0I24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Er"", ""value"": 3.0}, {""element"": ""I"", ""value"": -1.0}]",2.014,2.66,1.045,1.24,-1.6150000000000002,-1.4200000000000002,1.6800000000000002,162.0025,220.00000000000003,75.00625,97.525,-122.47500000000004,-144.99375000000003,0.4432954545454544,0.3409374999999999,51830852879.23057,3591748011.3619866,124189510181.03345,123693614447.82272,34.576342713402354,120597762169.67143,0.0188014469224415,0.0307613432453217,0.6,0.1,0.0,0.3,0.00065,0.00065,exact,0.00065,1.0,-3.1870866433571443,-0.5506140624999999,1.5387790541956297,66.0,272.1642,-2.726092294710753
dmq,Li24.0Al8.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.7557142857142856,2.58,1.1375,1.61,-1.4425,-0.97,1.6,114.39285714285714,184.0,62.1875,46.25,-137.75,-121.8125,0.2513586956521739,0.3379755434782608,224234073734.48697,12278644599.949677,383200645585.3899,1159738156065.2483,31.208708947155326,370922000985.4402,0.0273273273273273,0.0648648648648648,0.0,0.1428571428571428,0.4285714285714285,0.4285714285714285,1.31e-08,1.31e-08,exact,1.31e-08,1.0,-7.882728704344236,-0.4875297214673912,1.4942758029901104,78.85714285714285,183.02857142857144,-3.3288100600600568
uox,Li7.4Zn1.4Ga0.6P4.0O16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Zn"", ""value"": 2.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.532244897959184,3.44,1.4483582089552238,2.026,-1.991641791044776,-1.414,2.46,98.83219954648526,138.2,51.82587064676617,32.49444444444444,-105.70555555555556,-86.37412935323383,0.2351262260813635,0.3750062999042415,5369001647453.1455,28978758058.690765,11745148381058.465,26077460453561.414,405.30199248949793,11716169622999.771,0.1015456641206377,0.2085137115978192,0.0,0.2040816326530612,0.54421768707483,0.2517006802721088,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.7468782187943579,2.6077787387652984,34.78503401360543,243.12721088435373,-8.770918328015997
mq1,Li6.0Sb2.0S8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sb"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.91375,2.58,1.2475,2.05,-1.3325,-0.5300000000000002,1.6,124.8125,184.0,65.625,60.0,-124.0,-118.375,0.3260869565217391,0.3566576086956521,163434796953.09723,12278644599.949677,314590949306.24475,885299370948.6678,25.62098338667886,302312304706.29504,0.0319444444444444,0.0833333333333333,0.0,0.125,0.5,0.375,4.8e-09,4.8e-09,exact,4.8e-09,1.0,-8.318758762624412,-0.47524626358695643,1.4085957948548815,69.0,199.70000000000002,-3.781423611111106
ssv,Li6.0P0.4V1.6O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""V"", ""value"": 5.0}]",2.30525,3.44,1.1705,1.742,-2.2695,-1.698,2.46,98.9125,138.2,59.625,36.0,-102.2,-78.57499999999999,0.2604920405209841,0.4314399421128799,1316769684427.1846,28978758058.690765,2604560610795.678,10045178016906.402,89.87826895551058,2575581852736.988,0.0503568707646657,0.1569830386142187,0.0,0.125,0.5,0.375,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.9791529486251809,1.9536546993689285,51.824999999999996,243.32475,-3.9567911203336066
h6c,Li6.0V2.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""V"", ""value"": 5.0}]",2.29125,3.44,1.1425,1.63,-2.2975,-1.81,2.46,99.50625,138.2,60.8125,40.75,-97.45,-77.38749999999999,0.2948625180897251,0.4400325615050651,414363411987.66754,28978758058.690765,799748065916.6443,2825927837390.266,27.597734323082864,770769307857.9535,0.0417859577368779,0.1226993865030674,0.0,0.125,0.5,0.375,1e-10,1e-10,exact,1e-10,1.0,-10.0,-1.010974810057887,1.4408734294792735,51.824999999999996,244.785375,-3.2337108043626377
bsa,Li4.0Ga4.0O8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.4175,3.44,1.395,1.81,-2.045,-1.63,2.46,99.6,138.2,61.0,54.5,-83.69999999999999,-77.19999999999999,0.394356005788712,0.4413892908827786,222770713160.01743,28978758058.690765,416562668261.3441,708770527763.9178,14.374759174208863,387583910202.6533,0.0349303431872239,0.055045871559633,0.0,0.25,0.5,0.25,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.9026410998552823,1.1576005775224822,34.55,245.016,-2.6966224940536847
mde,Li4.0B24.0O36.0F4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""B"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",2.832941176470588,3.494,1.8885714285714288,2.04,-1.6054285714285712,-1.4539999999999995,3.0,86.93676470588235,137.4425,14.785714285714286,6.0,-131.4425,-122.6567857142857,0.0436546192043945,0.1075774544679723,187498826950925.1,27796794176.37191,455314584317709.0,531179622569200.7,16380.111369272208,455286787523532.6,0.4306878306878307,0.5,0.0588235294117647,0.3529411764705882,0.5294117647058824,0.0588235294117647,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.17270791904443894,4.21431685022635,8.08485294117647,260.81029411764706,-52.82678495842781
1e9,Li12.0Sb4.0S12.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sb"", ""value"": 3.0}, {""element"": ""S"", ""value"": -2.0}]",1.8185714285714287,2.58,1.2475,2.05,-1.3325,-0.5300000000000002,1.6,118.83333333333331,184.0,69.95833333333333,77.33333333333333,-106.66666666666669,-114.04166666666669,0.4202898550724637,0.3802083333333333,93997456524.4564,12278644599.949677,155286565467.83646,248081835595.0348,12.646881681751168,143007920867.88678,0.02080938697318,0.0387931034482758,0.0,0.1428571428571428,0.4285714285714285,0.4285714285714285,1e-09,1e-09,exact,1e-09,1.0,-9.0,-0.5066276041666666,1.101983455523355,78.85714285714285,190.13333333333333,-2.37313717273307
an2,Li24.0Si4.0O16.0Cl8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.143076923076923,3.3466666666666662,1.1114285714285714,1.9,-2.2352380952380946,-1.4466666666666663,2.46,104.06153846153846,152.46666666666667,62.57142857142857,33.0,-119.46666666666668,-89.8952380952381,0.2164407520769567,0.410394153288775,394756136697.9117,21469065422.60899,714716483505.3142,4256886531984.5776,33.290526133133355,693247418082.7052,0.03001443001443,0.1212121212121212,0.1538461538461538,0.0769230769230769,0.3076923076923077,0.4615384615384615,1e-10,1e-10,exact,1e-10,1.0,-10.0,-0.917328645494052,1.522320658926897,70.36923076923077,255.99138461538462,-2.6981543324400454
